,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
1143,"[4.505050182342529, 2.2137718200683594, 4.524426460266113, 2.9888341426849365, 2.6497445106506348, 0.7556858062744141, 0.3390897810459137, 1.0608665943145752, 0.09203865379095078, -0.06781795620918274, 0.7750623822212219, -0.18407730758190155, -1.2691646814346313, -1.7729551792144775, -1.104463815689087, -1.104463815689087, -3.9382855892181396, -2.7224066257476807, -1.7971758842468262, -0.82834792137146, -0.39237532019615173, -0.24220699071884155, -2.717562437057495, -1.404800534248352]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",Cc1cn2nnc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2c(=O)[nH]1,,,,,,99.49999999999996,,
1144,"[57.610374450683594, 9.271039009094238, 41.53154754638672, 5.183661460876465, 26.367647171020508, 2.9044744968414307, 16.93690299987793, 3.0885417461395264, 7.46284818649292, -1.762174129486084, 2.373927354812622, -0.8310099244117737, 1.1450071334838867, -0.8201824426651001, 0.18677422404289246, -0.6469426155090332, -3.819397449493408, -3.424194097518921, -4.366185665130615, -2.75830340385437, 54.53536605834961, 37.78523635864258, 21.029693603515625, 11.945429801940918]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2c[nH]c(=O)cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,77.11694607889328,,
1145,"[13.169157028198242, 0.7610896229743958, 7.2956976890563965, 0.29982319474220276, 0.09481588006019592, -4.282090187072754, 2.201266050338745, -2.078261613845825, -4.953488826751709, -5.773518085479736, -3.4415602684020996, -2.426774024963379, -6.311662673950195, -5.701765537261963, -3.446685314178467, -3.1545498371124268, -8.961381912231445, -6.086154460906982, -7.131691932678223, -6.18353271484375, 7.623709201812744, 2.4011480808258057, -3.113548517227173, -2.534402847290039]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2nc3ncc(CCO)cn3n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1146,"[11.451546669006348, 2.586770534515381, 7.009470462799072, 3.17775559425354, 4.907113552093506, 2.9597694873809814, 4.495361804962158, 3.4199626445770264, 2.707874059677124, 1.4726184606552124, 1.69060480594635, 1.7099813222885132, 0.5328553915023804, 1.2691646814346313, 0.7702182531356812, 1.5016833543777466, -0.8622568845748901, -0.6539588570594788, 0.6345823407173157, 0.20345386862754822, 7.6198320388793945, 2.751471519470215, 0.6927120089530945, -1.3418266773223877]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2n[nH]c(=O)[nH]c2=O)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1147,"[26.448505401611328, 2.3550214767456055, 17.14117431640625, 0.3920764625072479, 7.008687496185303, -2.990544080734253, 2.3960227966308594, -1.9142557382583618, -2.1090126037597656, -6.147656440734863, -2.888040542602539, -2.7342848777770996, -4.097583770751953, -4.697229862213135, -2.2320170402526855, -3.3339314460754395, -10.314430236816406, -6.916433811187744, -8.315608978271484, -6.378289699554443, 21.246444702148438, 12.210747718811035, 1.2992337942123413, -0.6585859656333923]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",COCc1nc(C)c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)s1,,,,,,99.49999999999996,,
1148,"[1.9655075073242188, 0.49458011984825134, -4.1078338623046875, -2.3703970909118652, 85.16259765625, 74.6200942993164, 58.378395080566406, 41.65492248535156, 84.48607635498047, 22.650745391845703, 73.41055297851562, 3.8515748977661133, 59.16767120361328, -0.08969070017337799, 39.52284622192383, -3.323680877685547, 23.178638458251953, -6.87543249130249, 5.194372653961182, -4.948363780975342, -0.5099557042121887, -6.219408988952637, -1.6374958753585815, -4.902237415313721]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2cn(C3COCC3=O)nn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,19.51234216763941,,
1149,"[2.9888341426849365, 3.885000228881836, 1.8504613637924194, 1.491995096206665, 85.46515655517578, 76.1595687866211, 58.173274993896484, 41.69835662841797, 84.63681030273438, 25.07811164855957, 73.94579315185547, 8.637101173400879, 57.69854736328125, 4.858672142028809, 39.58146667480469, 1.8456172943115234, 25.673940658569336, -1.2885411977767944, 8.777581214904785, -1.041490077972412, 3.4296510219573975, -2.9985225200653076, 0.7895947694778442, -1.6712281703948975]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2cc(CO)[nH]n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,18.7712162773202,,
1150,"[1.3757357597351074, 2.320343017578125, 2.034538745880127, 2.2137718200683594, 8.414270401000977, 4.955554962158203, 2.4075374603271484, 1.1383728981018066, 5.725773334503174, -1.874682068824768, 2.5528616905212402, -1.569501280784607, 0.22767457365989685, -1.8456172943115234, 0.5958291888237, -0.5764526128768921, -2.165330410003662, -3.1535348892211914, -1.8649938106536865, -1.5452805757522583, -3.4684040546417236, -2.853198289871216, -1.7002930641174316, -1.7196695804595947]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2cc(=O)[nH]c(=O)[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1151,"[2.334951400756836, 1.7411998510360718, 2.0616371631622314, 2.2265679836273193, 10.798266410827637, 4.530889511108398, 1.439611792564392, 1.4160501956939697, 6.698553562164307, -1.5197210311889648, 3.0653598308563232, -0.8882710933685303, 1.5385702848434448, 0.32279348373413086, 1.0155035257339478, -0.5678337812423706, -1.712925910949707, -1.9626785516738892, -1.1851468086242676, -1.15216064453125, -2.5847039222717285, -2.4951698780059814, -1.6893643140792847, -1.4820225238800049]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2nnc(O)cc2O)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1152,"[1.3453655242919922, 1.8825691938400269, 1.5055841207504272, 1.1050374507904053, 79.14566040039062, 68.40629577636719, 54.00546646118164, 34.03468322753906, 79.82423400878906, 21.499929428100586, 67.82196807861328, 5.143490314483643, 51.65873718261719, 3.1690306663513184, 34.33155822753906, 0.9778050184249878, 21.862777709960938, -1.7977476119995117, 6.354554653167725, -1.1945714950561523, 1.7176382541656494, -2.9287028312683105, 0.21441026031970978, -2.476320743560791]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2cncs2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,24.19839856578374,,
1153,"[16.170303344726562, 2.2312803268432617, 9.540078163146973, 2.410348415374756, 5.2330241203308105, 1.6893643140792847, 4.39894437789917, 1.6610904932022095, 1.6045427322387695, -7.650440692901611, -1.6139672994613647, -0.32279348373413086, -0.5254229307174683, -1.1238867044448853, 0.3652042746543884, 0.2568210959434509, -4.790066719055176, -2.339663505554199, -2.664813280105591, -1.8637199401855469, 12.739739418029785, 6.599595069885254, 1.368927001953125, 1.2134207487106323]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2nnc(S)[nH]c2=O)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1154,"[35.405967712402344, 3.9559872150421143, 20.566892623901367, 1.9391169548034668, 11.326045036315918, 1.712925910949707, 7.0661139488220215, 1.9909523725509644, 1.5762687921524048, -1.1191744804382324, 0.21441026031970978, 7.245182037353516, -0.6243815422058105, -0.7280524373054504, -0.021205410361289978, -0.04005466401576996, -4.370670795440674, -2.4574713706970215, -1.8165968656539917, -1.0249282121658325, 32.328826904296875, 18.224872589111328, 6.547759532928467, 1.8731446266174316]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CO[C@@H]1COC[C@H]1n1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)nn1,,,,,,99.49999999999996,,
1155,"[41.249237060546875, 9.95476245880127, 34.793365478515625, 5.393242835998535, 22.371707916259766, 4.813628196716309, 13.84242057800293, 4.078507423400879, 7.358277320861816, 1.6705150604248047, 2.872154951095581, 1.3642147779464722, 1.656378149986267, 0.6149569153785706, -2.448046922683716, 1.420762538909912, -1.4019132852554321, -0.7186278104782104, -0.4688751697540283, 0.06361623108386993, 36.84793472290039, 31.67852783203125, 17.866735458374023, 8.055699348449707]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",Cc1cnoc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,,,,,,99.49999999999996,,
1156,"[6.856508731842041, 1.247868299484253, 4.39866828918457, 1.3886257410049438, 1.664726734161377, 1.5347968339920044, 2.7799582481384277, 2.6500284671783447, -1.9570690393447876, -1.9516552686691284, -0.18136046826839447, -0.5007714629173279, -0.8364236950874329, -0.9230436086654663, 0.013534363359212875, -0.5061852335929871, -5.438107490539551, -3.20764422416687, -3.7706737518310547, -1.7946566343307495, 1.074628472328186, 0.2788079082965851, -3.142679214477539, -0.30587661266326904]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",COc1c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[nH]c(=O)[nH]c1=O,,,,,,99.49999999999996,,
1157,"[4.592244625091553, 3.7251434326171875, 2.8241333961486816, 2.7950687408447266, 84.312255859375, 75.98517608642578, 61.29290008544922, 42.82704162597656, 84.51570892333984, 27.868335723876953, 75.89797973632812, 10.69101619720459, 58.987091064453125, 5.8614091873168945, 41.09768295288086, 4.882893085479736, 27.059364318847656, -0.741153359413147, 8.918061256408691, -1.0560225248336792, 4.732724666595459, -1.564657211303711, 1.874682068824768, -1.278852939605713]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",Cn1ncc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,,,,,,17.600093400828303,,
1158,"[95.6148681640625, 62.42319107055664, 91.86314392089844, 35.733428955078125, 85.09596252441406, 24.229217529296875, 74.39298248291016, 15.258642196655273, 61.1076545715332, 4.301220893859863, 33.69244384765625, 2.151963949203491, 22.193649291992188, 0.7660449743270874, 11.977911949157715, -0.29504913091659546, 79.77424621582031, -1.1937308311462402, -1.215385913848877, -1.7080366611480713, 94.8894271850586, 91.34883880615234, 83.45018005371094, 72.0975570678711]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2cnco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,4.77812512011716,,
1159,"[-3.706801414489746, -0.08064757287502289, -4.011469841003418, 0.06272588670253754, 27.81743812561035, 16.891185760498047, 8.1095609664917, 2.8047432899475098, 23.30117416381836, -6.263628005981445, 13.002181053161621, -3.103437900543213, 0.9946534037590027, -9.304340362548828, 1.9086592197418213, -3.5514800548553467, -7.022312641143799, -10.11081600189209, -3.408106565475464, -4.5789899826049805, -9.830042839050293, -9.99731159210205, -2.243197202682495, -3.103437900543213]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",Cn1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ncc1=O,,,,,,99.49999999999996,,
1160,"[-1.944502592086792, -4.23847770690918, -0.17622987926006317, -0.1822037696838379, -4.81794548034668, -6.0664896965026855, -0.3494728207588196, -0.5227157473564148, -9.160966873168945, -8.276830673217773, 0.6182980537414551, -3.2229158878326416, -7.625675678253174, -7.452433109283447, -1.7413901090621948, -3.3842110633850098, -10.487171173095703, -5.343648433685303, -10.5289888381958, -2.8405866622924805, -8.342543601989746, -3.3662893772125244, -10.714179039001465, -3.043699026107788]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2[nH]nc(O)c2CCO)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1161,"[87.67585754394531, 29.812719345092773, 79.12721252441406, 12.219600677490234, 62.513816833496094, 3.814331531524658, 48.88138961791992, 3.210968017578125, 27.78159523010254, -3.796409845352173, 10.319902420043945, -1.7891813516616821, 1.4128259420394897, -5.469099998474121, 1.8309985399246216, -1.9922937154769897, -7.189581394195557, -4.483407497406006, -8.814480781555176, -4.614833354949951, 85.71642303466797, 77.76516723632812, 59.89127731323242, 45.66743469238281]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC(C)(C)c1ccc(N(C(=O)c2c[nH]c(=O)[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,15.917774636978612,,
1162,"[21.516931533813477, 3.7923288345336914, 14.181306838989258, 3.87894868850708, 5.9740681648254395, 2.2277562618255615, 4.77763032913208, 1.8542078733444214, -0.6361150741577148, -2.6770970821380615, -0.4412202537059784, 0.3221178650856018, -1.0638010501861572, -1.648485541343689, -0.29504913091659546, 1.3236607313156128, -4.40408182144165, -3.1805756092071533, -4.463633060455322, -2.7637171745300293, 16.26559829711914, 7.744362831115723, 0.8851473927497864, -0.040603090077638626]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",COCCn1nc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1=O,,,,,,99.49999999999996,,
1163,"[1.2911783456802368, 4.40408182144165, 2.1248950958251953, 1.1233521699905396, 58.103023529052734, 40.69783020019531, 23.67701530456543, 11.858809471130371, 56.0566291809082, 3.4350216388702393, 38.09381866455078, -1.155834674835205, 22.285682678222656, -2.6175460815429688, 11.750535011291504, -1.9624828100204468, 3.202230453491211, -4.39866828918457, -0.5549089312553406, -3.261781692504883, -2.920715808868408, -4.474460601806641, -1.8163115978240967, -2.90988826751709]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",Cn1cnc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,,,,,,74.15101315364582,,
1164,"[0.8797336220741272, 1.5293830633163452, 0.5982188582420349, 1.0854560136795044, 18.66388702392578, 9.877378463745117, 4.745148181915283, 2.2927212715148926, 15.529329299926758, -2.6175460815429688, 7.874292850494385, -2.119481325149536, 2.8611645698547363, -1.8217253684997559, 0.19218796491622925, -1.6214168071746826, -3.397125244140625, -4.295806884765625, -2.752889633178711, -2.8774056434631348, -3.527055263519287, -4.25249719619751, -2.503857374191284, -2.6500284671783447]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",Cn1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n(C)c1=O,,,,,,99.49999999999996,,
1165,"[43.410118103027344, 7.078472137451172, 31.689359664916992, 3.911431074142456, 18.295753479003906, 3.045231819152832, 11.19291877746582, 2.7691309452056885, 4.127981185913086, -0.8689061403274536, 1.2911783456802368, -0.45746150612831116, 0.018948109820485115, -0.19760170578956604, 0.3870828151702881, -0.6523563265800476, -2.281893730163574, -2.46054744720459, -4.902146339416504, -2.0112063884735107, 35.89042663574219, 27.53160285949707, 13.109384536743164, 6.661613941192627]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",Cn1c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c[nH]c1=O,,,,,,99.49999999999996,,
1166,"[1.2370408773422241, 3.6623988151550293, 0.7335625290870667, 1.583520531654358, 30.633678436279297, 18.241615295410156, 8.182876586914062, 4.030533313751221, 27.856428146362305, -1.8758628368377686, 15.43188190460205, -2.3630998134613037, 6.109411716461182, -2.8611645698547363, 2.1627912521362305, -2.119481325149536, -2.6770970821380615, -4.138808250427246, -3.5432963371276855, -3.2834367752075195, -4.127981185913086, -4.008878707885742, -2.633787155151367, -3.240126609802246]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2nc(CN3CCOCC3)cs2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,
1167,"[3.13726544380188, 3.4187803268432617, 3.2834367752075195, 3.3429877758026123, 72.41155242919922, 57.4696159362793, 39.59342956542969, 23.95311737060547, 71.61032104492188, 14.154237747192383, 54.80064010620117, 3.20764422416687, 37.34130859375, 2.817854642868042, 22.632164001464844, 0.9501123428344727, 12.286495208740234, -1.648485541343689, 3.0019218921661377, -1.2099721431732178, 1.0638010501861572, -2.054516315460205, 0.46828898787498474, -1.2695233821868896]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC(C)(C)c1ccc(N(C(=O)c2cc(=O)[nH][nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,39.70094520904146,,
