,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
1344,"[12.997969627380371, -5.807880878448486, 7.310611248016357, -1.9012149572372437, 5.542948246002197, 1.9641907215118408, 7.288895606994629, 5.421339988708496, 0.0662330761551857, -0.8089121580123901, 2.200892448425293, 1.5950227975845337, 0.25081706047058105, -3.423490047454834, 0.7481080293655396, -2.1096863746643066, -2.5331437587738037, 0.9174909591674805, -1.089045524597168, 1.8143519163131714, 15.458365440368652, 8.533208847045898, -0.19001291692256927, 1.1867663860321045]",,,"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]",O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)[C@H]1C[C@H](Oc2ccccc2)C1,,,,,,99.49999999999996,,
1345,"[3.0898940563201904, -2.578625202178955, 4.316470623016357, 4.154646873474121, 6.54213285446167, 7.48258638381958, 5.958160400390625, 3.1297638416290283, 10.01313304901123, 1.1691174507141113, -0.9017565846443176, 4.098360538482666, 5.008325576782227, 2.0016884803771973, 2.489504814147949, 0.20990173518657684, 1.617064118385315, 1.7624709606170654, -3.6293063163757324, -1.1362836360931396, 1.5162174701690674, -1.4224066734313965, -1.8234479427337646, -7.480240821838379]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273, 99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)C1CCC2(CCO2)CC1,,,,,,99.49999999999996,,
1346,"[7.185342311859131, -1.246460199356079, 1.908357858657837, -2.242718458175659, 5.7614665031433105, 3.903149127960205, 6.243673801422119, 5.281533718109131, 2.274562358856201, 1.7991788387298584, 3.368626832962036, 2.683983564376831, -1.0963391065597534, 2.2267966270446777, 4.000955104827881, 2.5816283226013184, 0.8051950931549072, 0.6255046725273132, 2.440605401992798, 2.2882096767425537, 12.621546745300293, 5.188276767730713, 0.06823687255382538, -3.9236199855804443]",,,"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]",O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)C1COC2(CCCC2)C1,,,,,,99.49999999999996,,
1347,"[16.366085052490234, -6.129273891448975, 6.561417579650879, -5.034799575805664, 7.045679092407227, 1.2063106298446655, 6.181391716003418, 3.7796285152435303, 0.48534730076789856, -0.5352935194969177, 0.5114061832427979, 34.38365173339844, -0.44843050837516785, -3.9511830806732178, 2.207407236099243, 2.359417676925659, -1.5320470333099365, -0.09229198843240738, 0.2985917329788208, 2.465824842453003, 22.780920028686523, 10.36819076538086, 3.4386909008026123, 2.1552894115448]",,,"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]",Cc1ccccc1C(C)N(C(=O)c1cocn1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,,,,,,99.49999999999996,,
1348,"[13.369215965270996, -5.765848159790039, 5.336663722991943, -0.42332136631011963, 7.635028839111328, 4.33992338180542, 8.859260559082031, 7.344215393066406, 1.495110034942627, 0.6156335473060608, 5.510213375091553, 4.794906139373779, 2.909308433532715, 2.489504814147949, 6.537442207336426, 6.5280609130859375, 1.2605830430984497, 5.137315273284912, 1.6921128034591675, 7.224606513977051, 18.442035675048828, 2.7381036281585693, 0.137198343873024, 6.122329235076904]",,,"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]",O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)C1CCC2OCCC2C1,,,,,,99.49999999999996,,
1349,"[58.100563049316406, 5.254579067230225, 41.56875228881836, 3.1790144443511963, 26.369050979614258, 3.6246159076690674, 16.206993103027344, 4.248457908630371, 7.379394054412842, -0.1958301067352295, 1.8140668869018555, 1.1269025802612305, 2.1048805713653564, 1.0753066539764404, 4.0256571769714355, -0.18644902110099792, -0.14892469346523285, -0.21224699914455414, 0.9041018486022949, 0.9369356632232666, 60.319190979003906, 42.65460968017578, 23.308473587036133, 12.105114936828613]",,,"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]",O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1cnc(C2CCC2)nc1,,,,,,69.10911704255315,,
1350,"[5.381614685058594, 1.189596176147461, 6.771372318267822, 5.6386399269104, 88.11427307128906, 78.57703399658203, 64.69082641601562, 48.42770767211914, 87.22036743164062, 30.206188201904297, 78.19945526123047, 11.479716300964355, 62.54136657714844, 6.341479778289795, 45.56403350830078, 3.18438720703125, 28.466148376464844, -1.4602690935134888, 7.84496545791626, -1.7559621334075928, 0.5777388215065002, -5.534010410308838, -2.34734845161438, -4.626460075378418]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273, 99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CCOc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,15.462998649733748,,
1353,"[96.95464324951172, 81.73119354248047, 96.13163757324219, 57.8373908996582, 93.72676849365234, 49.235618591308594, 88.12278747558594, 29.79977798461914, 80.31304931640625, 6.855088233947754, 54.735618591308594, 2.116150379180908, 44.888275146484375, -4.394911289215088, 26.636062622070312, -4.92588472366333, 10.855088233947754, 1.379424810409546, -9.363938331604004, -7.961283206939697, 95.03650665283203, 94.44800567626953, 91.91261291503906, 86.14048767089844]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",NS(=O)(=O)c1[nH]ncc1C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,1.9900771448257912,,
1354,"[97.75110626220703, 82.35287475585938, 96.91261291503906, 61.27986526489258, 93.52544403076172, 47.686946868896484, 88.49446868896484, 29.467920303344727, 79.0210189819336, 8.70685863494873, 56.910396575927734, -2.755531072616577, 44.120574951171875, -5.222344875335693, 27.598451614379883, -5.060840606689453, 11.19800853729248, 4.065265655517578, -9.193584442138672, -10.467920303344727, 96.3064193725586, 95.23119354248047, 92.08074951171875, 87.11393737792969]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@]1(O)CCSC1,,,,,,1.937454200342155,,
1355,"[97.8217544555664, 94.66441345214844, 98.51860046386719, 87.47747802734375, 97.52515411376953, 79.62398529052734, 97.10896301269531, 66.56248474121094, 93.78897094726562, 45.96641540527344, 85.85894012451172, 29.474891662597656, 79.23330688476562, 16.86785316467285, 67.20352172851562, 9.443319320678711, 46.42566680908203, 30.58155632019043, 14.474334716796875, 6.95252799987793, 96.83468627929688, 97.21739196777344, 97.05155181884766, 96.38021850585938]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1nc[nH]n1,,,,,,0.4365161036635822,,
1356,"[40.53611373901367, 24.4040470123291, 14.002853393554688, 9.2319917678833, 92.39613342285156, 93.6220932006836, 94.23831176757812, 93.85560607910156, 93.09992218017578, 91.28693389892578, 94.32263946533203, 81.22303771972656, 94.38101959228516, 73.29322052001953, 94.0534439086914, 58.64982223510742, 90.4469223022461, 36.40742111206055, 80.36681365966797, 21.352123260498047, 72.4434814453125, 9.29037094116211, 57.70278549194336, 2.382187843322754]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cc[nH]n1,,,,,,0.6159491641609848,,
1357,"[95.93126678466797, 93.98050689697266, 97.0535888671875, 86.56127166748047, 96.98898315429688, 81.63749694824219, 96.5025634765625, 70.44468688964844, 93.33447265625, 46.44397735595703, 85.8531723022461, 30.628868103027344, 80.09209442138672, 16.713851928710938, 67.59201049804688, 8.15583324432373, 46.074092864990234, 30.79607582092285, 13.744640350341797, 8.787930488586426, 95.27510070800781, 97.20306396484375, 96.42655944824219, 96.05033874511719, 83.89910888671875, 88.88129425048828, 89.21762084960938, 82.70201110839844, 80.97477722167969, 63.029788970947266, 87.99772644042969, 58.15020751953125, 87.95211791992188, 29.305973052978516, 81.14009094238281, 21.849794387817383, 69.43708038330078, 0.7182556986808777, 60.65270233154297, 4.668662071228027, 28.832836151123047, 30.012826919555664, -3.2093489170074463, 9.890266418457031, 82.62220764160156, 88.4765625, 91.269775390625, 92.57518005371094, 10.899723052978516, 5.69705867767334, 7.744520664215088, 2.6533737182617188, 95.09991455078125, 92.08745574951172, 86.67662811279297, 77.82511138916016, 95.40770721435547, 65.69200134277344, 92.29562377929688, 38.04903793334961, 87.46765899658203, 28.552204132080078, 77.08760833740234, 14.32851505279541, 65.56412506103516, 4.92833137512207, 37.59404754638672, 1.8831592798233032, 25.62449836730957, -0.08698367327451706, 13.072084426879883, -0.6639010310173035]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291]",O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,,,,,,0.5235334134512794,,
1358,"[89.37339782714844, 49.39350509643555, 86.30525207519531, 25.50351905822754, 75.7451400756836, 12.877436637878418, 65.69422149658203, 11.463366508483887, 47.36970138549805, -2.365971565246582, 26.83974838256836, 0.8675769567489624, 13.419063568115234, -3.624363422393799, 7.960626602172852, -0.14756916463375092, -2.631920337677002, -0.7216293811798096, -7.305484294891357, -2.52164888381958, 88.57555389404297, 85.21875762939453, 74.48350524902344, 62.317970275878906]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1c1nnn[nH]1,,,,,,7.978041378058337,,
1359,"[92.46661376953125, 56.865760803222656, 88.04903411865234, 27.777528762817383, 79.83390808105469, 21.678264617919922, 68.23162841796875, 13.848246574401855, 52.7411003112793, 2.354506731033325, 28.290510177612305, 1.4147857427597046, 18.137954711914062, 0.556844174861908, 10.44919204711914, 0.22823920845985413, 0.5256192684173584, -0.3486781418323517, -0.6549796462059021, -0.8750408887863159, 90.4295654296875, 85.98522186279297, 78.01692199707031, 66.67335510253906]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,6.392763013551307,,
1360,"[91.57010650634766, 47.880340576171875, 84.92424011230469, 20.281600952148438, 76.10857391357422, 16.03949737548828, 62.43106460571289, 10.85733413696289, 46.74809265136719, 3.9635674953460693, 21.44170379638672, 3.1530277729034424, 18.178653717041016, 8.438248634338379, 14.939279556274414, 8.152749061584473, 7.853322982788086, 6.404935836791992, 7.700128078460693, 7.661133289337158, 91.5826416015625, 86.92691040039062, 76.36621856689453, 62.45613098144531, 82.81681060791016, 65.45079040527344, 81.35415649414062, 39.05107498168945, 73.40547180175781, 23.633258819580078, 67.06330108642578, 13.005035400390625, 63.28677749633789, 9.378372192382812, 40.513729095458984, 7.532070636749268, 33.56612014770508, 7.484114646911621, 19.479080200195312, 5.88358736038208, 7.68792724609375, 11.314590454101562, 7.855772972106934, 5.194221496582031, 82.43316650390625, 84.78300476074219, 77.2898941040039, 70.86980438232422]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,6.358449519599088,,
1361,"[91.80197143554688, 57.79209899902344, 89.55824279785156, 31.17361068725586, 82.7928466796875, 19.700687408447266, 69.67838287353516, 8.770482063293457, 54.70232009887695, 2.187973976135254, 25.65572166442871, 0.5464358925819397, 18.89776039123535, 0.5925297737121582, 9.3607816696167, 0.20444880425930023, 2.4110090732574463, 3.631754159927368, -0.7412198185920715, -0.3263746201992035, 91.6161117553711, 87.92710876464844, 80.08668518066406, 68.09334564208984]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",Cn1cncc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,,,,,,6.102442617308003,,
1362,"[4.683840751647949, 4.172647476196289, 2.251265525817871, 1.256578803062439, 93.56098175048828, 91.48094940185547, 82.53380584716797, 74.21621704101562, 95.1272964477539, 64.33985900878906, 93.06489562988281, 39.14784622192383, 82.61186981201172, 21.09239387512207, 72.64234161376953, 9.151117324829102, 58.87789535522461, -0.4079474210739136, 30.497848510742188, -3.8478004932403564, 19.410240173339844, -5.033869743347168, 9.921684265136719, -2.946286916732788]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",Cn1ccnc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,,,,,,5.053344966833022,,
1363,"[16.231998443603516, 11.857536315917969, 0.5363056659698486, 2.2418415546417236, 97.04891967773438, 96.6876449584961, 93.95430755615234, 90.68326568603516, 97.1175308227539, 82.68348693847656, 97.00691223144531, 64.25725555419922, 93.42780303955078, 49.966041564941406, 90.05174255371094, 34.362770080566406, 82.48605346679688, 13.962150573730469, 64.63533020019531, 9.946159362792969, 48.659584045410156, -2.0836105346679688, 34.54340362548828, -0.05601103603839874, 13.240052223205566, -7.787032604217529, -11.622123718261719, 9.195229530334473, 93.4354019165039, 93.18971252441406, 90.31340026855469, 84.82442474365234, 93.69906616210938, 75.25466918945312, 92.87811279296875, 50.14081954956055, 90.05572509765625, 38.611576080322266, 82.361572265625, 15.307406425476074, 74.3078842163086, 3.9279720783233643, 47.45625305175781, -5.13842248916626, 34.992210388183594, -7.151845455169678, 16.29014778137207, -12.179409980773926]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,2.20837773872315,,
1364,"[11.530810356140137, 7.13152551651001, 4.517640113830566, 2.6667673587799072, 96.21515655517578, 95.18018341064453, 90.9319839477539, 85.10992431640625, 97.78651428222656, 79.09647369384766, 96.8245620727539, 56.47805404663086, 90.34776306152344, 37.160987854003906, 84.04975891113281, 21.082321166992188, 73.77049255371094, 6.839415073394775, 47.87086868286133, 0.6496940851211548, 36.88398742675781, -2.409911632537842, 21.98383331298828, -2.052328109741211]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CC1c2nncn2CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,2.520585722516497,,
1365,"[91.38760375976562, 49.27430725097656, 88.8447036743164, 25.78607940673828, 76.78972625732422, 14.117581367492676, 65.65613555908203, 12.279019355773926, 47.06887435913086, 0.3346659243106842, 23.244579315185547, -0.3108612298965454, 15.12998104095459, -1.313458800315857, 9.507872581481934, 1.6957340240478516, -0.07281434535980225, 0.8807734847068787, -3.616912603378296, -2.5807085037231445, 91.22237396240234, 88.15296936035156, 75.76192474365234, 63.58512496948242, 82.97279357910156, 39.4085578918457, 79.37140655517578, 13.659515380859375, 59.32706069946289, -5.827540397644043, 53.95193862915039, -3.1489691734313965, 43.54326248168945, 2.1063039302825928, 18.974712371826172, 0.931807279586792, 16.73358154296875, 3.880033493041992, 8.230464935302734, 3.9759106636047363, 7.457454204559326, 1.2014621496200562, -2.897291421890259, -9.476869583129883, 83.50611114501953, 79.97663116455078, 68.18971252441406, 52.63962173461914]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,,,,,,10.141344813236136,,
1366,"[90.51631164550781, 91.96370697021484, 81.05782318115234, 82.43321228027344, 93.18067169189453, 72.65068054199219, 93.0654525756836, 58.74198913574219, 90.50190734863281, 36.487361907958984, 81.44307708740234, 25.001800537109375, 72.57866668701172, 11.125513076782227, 59.199249267578125, 6.948945045471191, 36.56297302246094, 23.079137802124023, 8.50075626373291, 6.696910858154297, 89.67378997802734, 93.46871185302734, 94.79009246826172, 94.64967346191406]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1Cn1ccnc1,,,,,,0.6196842052698271,,
1367,"[4.156603813171387, 11.879998207092285, 2.642022132873535, 7.979465484619141, 88.13092041015625, 84.19640350341797, 73.51909637451172, 61.659725189208984, 90.09210968017578, 49.11588668823242, 87.71343994140625, 29.193313598632812, 72.13800811767578, 10.603283882141113, 58.58444595336914, 6.83624792098999, 38.455562591552734, -4.171166896820068, 17.967451095581055, -2.447845220565796, 5.9915771484375, -6.775567531585693, 5.3362298011779785, -1.4017159938812256]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,9.277846884490309,,
