r_inhibition_list,f_concentration_uM,f_inhibition_list,r_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50,CHEMBL,Training,avg_IC50
,,,,Cc1ccc2ncnc(NCc3ccc4nonc4c3)c2c1,,,,,,99.49999999999996,,,False,True,99.49999999999996
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[21.516931533813477, 3.7923288345336914, 14.181306838989258, 3.87894868850708, 5.9740681648254395, 2.2277562618255615, 4.77763032913208, 1.8542078733444214, -0.6361150741577148, -2.6770970821380615, -0.4412202537059784, 0.3221178650856018, -1.0638010501861572, -1.648485541343689, -0.29504913091659546, 1.3236607313156128, -4.40408182144165, -3.1805756092071533, -4.463633060455322, -2.7637171745300293, 16.26559829711914, 7.744362831115723, 0.8851473927497864, -0.040603090077638626]",,COCCn1nc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1=O,,,,,,99.49999999999996,,,False,True,99.49999999999996
,,,,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCCC1,,,,,,0.2443984262236576,,,False,True,0.2443984262236576
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[4.734055519104004, 3.396904230117798, 5.195980548858643, 4.777276515960693, 67.10472869873047, 75.56525421142578, 58.117454528808594, 42.587589263916016, 66.00799560546875, 25.091169357299805, 74.89262390136719, 7.902698516845703, 57.54207229614258, 3.442826747894287, 41.37739944458008, -2.162403106689453, 25.698965072631836, -2.3595991134643555, 7.543423652648926, -4.747561931610107, 1.9111807346343994, -4.304546356201172, 1.9138820171356201, -1.6140360832214355]",,O=C(Cc1cc(Cl)cc(-c2nnn[nH]2)c1)Nc1cncc2ccccc12,,,,,,21.39501026286566,,,False,True,21.39501026286566
"[38.938348887371816, 19.897809633347883, 6.0551597527515915, 1.1529008641142482, -1.3844618243897873, -0.12624199303792943, -0.7822681754546199, -0.693172383756655, 0.25449807578091443, 0.5787153699936378, 1.550764390722547, 38.763196127964925, 19.461470398575155, 5.71772752436763, 1.6622445079037942, -1.0328410118671536, -0.11769902252663349, -1.1287487131413698, -0.6825227296172166, -1.1226971835673856, 0.5847260724978096, 1.6681001608226669]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[8.155062, -1.089225, 5.796137, -1.541322, 1.101986, -3.256738, 0.2032613, -0.7428608, -2.341607, -3.189288, -0.8759377, -2.093683, -4.160932, -4.361459, -1.944199, -1.820237, -5.150805, -3.716127, -2.605937, -2.660627, 5.524515, 2.921311, -1.419183, -1.209541]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,,,99.0,,,99.49999999999996,,,False,False,99.24999999999997
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[91.38760375976562, 49.27430725097656, 88.8447036743164, 25.78607940673828, 76.78972625732422, 14.117581367492676, 65.65613555908203, 12.279019355773926, 47.06887435913086, 0.3346659243106842, 23.244579315185547, -0.3108612298965454, 15.12998104095459, -1.313458800315857, 9.507872581481934, 1.6957340240478516, -0.07281434535980225, 0.8807734847068787, -3.616912603378296, -2.5807085037231445, 91.22237396240234, 88.15296936035156, 75.76192474365234, 63.58512496948242, 82.97279357910156, 39.4085578918457, 79.37140655517578, 13.659515380859375, 59.32706069946289, -5.827540397644043, 53.95193862915039, -3.1489691734313965, 43.54326248168945, 2.1063039302825928, 18.974712371826172, 0.931807279586792, 16.73358154296875, 3.880033493041992, 8.230464935302734, 3.9759106636047363, 7.457454204559326, 1.2014621496200562, -2.897291421890259, -9.476869583129883, 83.50611114501953, 79.97663116455078, 68.18971252441406, 52.63962173461914]",,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,,,,,,10.141344813236136,,,False,True,10.141344813236136
,"[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]","[60.13354, 46.33362, 26.42513, 22.7402, 13.31767, 11.36392, 7.975763, 12.35316, 66.34104, 54.27229, 31.14876, 20.95956, 11.01768, 5.329541, -5.205886, -9.583282]",,N#Cc1cccc(NC(=O)Nc2cncc(N)c2)c1,,,,,,54.272963984987776,,99.0,False,True,54.272963984987776
,,,,O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12,,,,,,99.49999999999996,,,False,True,99.49999999999996
"[-40.39667184617956, -88.36360426427643, -75.97989602414778, -17.475486837738124, -30.15232464157468, -13.370790956805065, -5.997187222573594, -6.496513207084333, -1.1594464110842082, -2.6684860892336038, -3.921415277863837, -37.02809572980822, 59.232421050381646, -75.42764072672165, -67.87022786302396, -39.82318371259393, -24.70496615737933, -11.716242973161659, -7.592100992030256, -7.655705564216044, -10.5695794177227, -103.02763077128627]",,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",COc1ccc(OC)c(CNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,,,99.0,,,,,,False,True,99.0
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[4.522493362426758, 7.512866973876953, 0.593309223651886, 5.477983474731445, 2.845024824142456, 3.9029736518859863, 2.973694324493408, 3.5622379779815674, 12.40230655670166, 3.960160255432129, 11.53974437713623, 5.196816921234131, -2.0015249252319336, -1.6012200117111206, -0.5718643069267273, -1.8371139764785767, -4.5892109870910645, -4.300896167755127, 0.0691002681851387, -1.7680137157440186, -3.07615327835083, -2.7854557037353516, 0.3002287447452545, -0.185855895280838]",,O=C(Cc1cccc(Cl)c1)NC1CS(=O)(=O)Cc2ccccc21,,,,,,99.49999999999996,,,False,True,99.49999999999996
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[3.593458890914917, -2.6433451175689697, -3.837714672088623, 4.86234712600708, 1.6580418348312378, 3.974332332611084, 2.1569032669067383, 2.3266403675079346, -1.9043675661087036, -2.7820327281951904, -0.04760919138789177, 1.678741455078125, 0.11177809536457062, 0.7762367725372314, 1.7946594953536987, 2.804802179336548, 3.349203109741211, 3.309873580932617, -0.5506106019020081, -0.49472159147262573, -4.094390392303467, -1.0453321933746338, -3.665907621383667, -0.48437175154685974]",,Cc1csc2ncc(C(=O)N3C4CCC3c3ccccc34)c(=O)n12,,,,,,99.49999999999996,,,False,True,99.49999999999996
,,,,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1,,,,,,4.580914581387128,,,False,True,4.580914581387128
,,,,c1ccc2oc(C3CCCN(Cc4cnc5cnccn45)C3)nc2c1,,,,,,99.49999999999996,,,False,True,99.49999999999996
"[34.88418806101312, 17.649865042997934, 5.974515096353026, 5.643085807545043, -1.1210846776724492, 2.35892285481137, 3.4887954302931345, 0.6113866047329113, 2.5397024668884587, 2.7506120143117223, 0.7319063461176304, 31.94651936476054, 13.491933965225043, 2.0124285983303105, -1.1964095160379173, -12.299290691105382, 1.3646349883874214, 1.1537254409641577, 0.8976209905216217, -0.6540706798066709, 0.09917770384783926, -2.2057623501349632]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[2.19623, 3.617533, 7.18075, 2.942188, 4.61154, 3.523384, 4.624215, 3.358621, 0.8817512, 1.336206, 0.6988829, 0.8346761, 0.6590502, 0.865456, 0.8238127, 0.8998569, -0.8980464, -1.394145, -2.266843, -1.825062, -0.6174069, 2.306675, 0.9324473, -1.09721]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",COc1ccc2c(c1)c(N)nn2C(=O)Cc1cccc(Cl)c1,,,99.0,,,99.49999999999996,,,False,False,99.24999999999997
,"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[37.49382, 8.374057, 30.69869, 3.56458, 22.27979, 6.719349, 15.04856, 7.139985, 9.515341, 5.404862, 6.05128, 5.324447, 1.872758, 0.6541507, 1.916058, 1.111902, 0.5211555, -0.746938, -3.156316, -2.701658, 33.31839, 23.39323, 13.70005, 7.600829]",,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@H](c2cc(F)cc(F)c2)C1,,,,,,99.49999999999996,,,False,True,99.49999999999996
,,,,C=CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,,,,,,99.49999999999996,,,False,True,99.49999999999996
,,,,Cc1nc2ccc(NS(=O)(=O)c3cccc4nonc34)cc2o1,,,,,,99.49999999999996,,,False,True,99.49999999999996
"[79.52516251768957, 65.4671560392436, 33.74829348708958, -0.45637237864997365, -1.9823248956633066, -2.7035695670717117, -1.6291879258650623, -5.057139612069523, -2.9206124817943313, -7.136731985718425, -6.390826853578687, 78.5933676260578, 59.89507822294664, 30.18851465422527, -0.5130317649670437, 0.19893334545330932, -0.3351302861627162, -1.18774066963081, -0.4938558176480463, -5.108706480470957, -10.784776858339022, -9.027093379029862]","[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[-6.863784, -3.960988, -1.717392, 1.000366, 81.23398, 69.46859, 55.20904, 35.83393, 79.91943, 19.01467, 68.41618, 7.033403, 51.2654, 3.52923, 33.35903, -0.2871957, 23.60209, -4.40431, -0.9117018, -4.134461, -6.636341, -11.87525, -11.80972, -9.8591]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,,,24.258437305056045,,,23.92453212299013,,,False,False,24.09148471402309
,,,,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)CC1,,,,,,0.1366126899061802,,,False,True,0.1366126899061802
,"[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]","[82.81626, 71.05081, 50.34675, 30.81067, 18.54681, 3.365512, 2.174871, -1.225882, 82.90436, 71.94946, 49.95406, 32.18255, 25.9449, 6.008584, -2.889759, -2.230249]",,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2F)CC1,,,,,,23.999599864981683,,,False,True,23.999599864981683
,,,,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccc(C(=O)O)cc12,,,,,,1.633397844081691,,,False,True,1.633397844081691
"[68.64994663476955, 60.71685286005928, 40.04918078347258, 26.52833079570477, 13.014703899423541, 0.46035629345832463, -2.4687461044977472, -6.168253647314023, 2.5152396472960508, 2.565329662907863, 2.2403648196677506, 69.65006133409463, 61.457009620792455, 39.638916450751786, 40.39906000246079, 14.357410242821295, -2.508375765258072, -2.5633688470097766, -4.432783073287131, 2.1777076268602396, -2.3289914215297722, 0.10256984423505724]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[31.33615, 34.87463, 38.36969, 12.4498, 38.52165, 6.849018, 41.23521, 4.547921, 37.97894, 6.002388, 20.09118, 5.242592, 3.505915, -1.226528, 3.614458, 1.161402, -4.330837, -2.898079, -6.740475, -5.2643, 34.48388, 36.37252, 44.2961, 39.52024]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(S(C)(=O)=O)cc2Cl)c1,,,19.54797534449844,,,99.49999999999996,,,False,False,59.5239876722492
,,,,O=C(CCl)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)N2CCN(c3ccccc3)CC2)C1,,,,,,1.978887292061136,,,False,True,1.978887292061136
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[45.686439514160156, 31.82142448425293, 13.354198455810547, 11.800667762756348, 95.83724975585938, 96.12914276123047, 95.6458969116211, 94.88372802734375, 96.87185668945312, 92.38640594482422, 96.93347930908203, 84.19712829589844, 95.7691421508789, 76.31919860839844, 95.1658935546875, 65.09097290039062, 91.8869400024414, 41.4896354675293, 83.75604248046875, 27.17380714416504, 76.39704132080078, 8.849285125732422, 64.96448516845703, 6.4070963859558105]",,O=C1N(c2cncc3ccccc23)CCCC12CCOc1ccc(Cl)cc12,,,,,,0.4891314428482677,,,False,True,0.4891314428482677
,"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[-0.1335687, 1.183037, 5.924724, 6.109176, 26.34165, 20.96074, 14.13602, 8.134968, 22.74166, -1.262542, 18.16852, 1.510598, 9.197157, -2.067134, 1.69187, -3.358298, -0.4452289, -2.181622, -0.2989394, -3.132503, -3.030737, -2.92261, -2.16572, -1.004945]",,COc1ccccc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,,,,,,99.49999999999996,,,False,True,99.49999999999996
"[100.41044327535089, 100.41044327535089, 100.41044327535089, 100.41044327535089, 98.96915071768309, 53.9666870420823, 7.845325196713062, 9.817620275626874, 6.916070784532523, 5.000668832895058, 4.412773184372679, 100.41044327535089, 100.41044327535089, 100.41044327535089, 100.41044327535089, 96.56067499631719, 52.60125198744965, 7.712574566401553, 2.7249437418406632, 5.607528857176232, 3.085266881257606, 3.2180175115691134]","[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]","[98.14517, 101.0882, 97.52689, 96.7355, 87.38716, 63.74428, 36.71324, 33.94337, 98.31828, 100.4204, 96.80969, 95.79572, 84.04847, 63.07654, 25.6832, 20.61333]","[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]",O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,,,0.3858367382983071,,,1.9753874756434,,99.0,False,False,1.1806121069708535
,"[0.388, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[3.510894, 4.324483, 5.548532, 14.21582, 12.48236, 9.719092, 9.271984, 38.11409, 4.77892, 3.727118, -2.136588, 44.11705, -5.024463, 4.034963, -6.457406, -2.528723, -7.142726, 0.2272186, -5.541202, -3.723453, -4.240192, -2.070621, -1.007824]",,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2coc3ccccc23)cc1,,,,,,99.49999999999996,,,False,True,99.49999999999996
,,,,CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,,,,,,0.6129305334149661,,,False,True,0.6129305334149661
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[3.1910643577575684, 6.612730503082275, 3.7965550422668457, 6.349921703338623, 3.680609941482544, 3.0210115909576416, 1.8873271942138672, 3.3817296028137207, 1.5549514293670654, -0.9082359075546265, 3.6058897972106934, 1.0319106578826904, -2.031614303588867, -2.1063344478607178, -0.0657021701335907, -1.305025577545166, -3.806861162185669, -4.469036102294922, -2.374296188354492, -2.5391957759857178, -5.6568284034729, -5.316722869873047, -2.284116744995117, -2.423250675201416]",,O=C(Cc1cccc(Cl)c1)Nc1ncnc2ccccc12,,,,,,99.49999999999996,,,False,True,99.49999999999996
"[-119.03087050884923, -100.95428093789141, -76.27042986552186, -81.70086655033604, -33.15037905859184, -10.141762809442644, -19.723726630845164, -5.835454489609032, -4.295144791762665, -4.347062800312306, -16.242380241250423, -124.70706531243164, -103.46867846663679, -78.32553291964493, -80.62682444822282, -52.34158781655004, -10.719288475786797, -22.06618920339876, -10.333413404543132, -11.767501158601407, -15.069750175050068, -14.754379683651816]",,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",CC(C)OCCCN(Cc1ccco1)C(=O)Nc1cn(C)c(=O)c2ccccc12,,,99.0,,,,,,False,True,99.0
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[36.05818176269531, -0.7297803163528442, 13.094594955444336, -0.6870737075805664, 7.487470626831055, 2.812354803085327, 8.203433990478516, 7.010161876678467, -0.5991483926773071, -1.4708653688430786, 0.9533618688583374, 2.696795701980591, -3.0912036895751953, -1.3653548955917358, 1.403037190437317, 1.8275909423828125, -6.309271335601807, -1.038775086402893, -3.051009178161621, -2.184316635131836, 34.71920394897461, 9.580093383789062, 1.6341552734375, 0.5614660978317261]",,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(=O)O,,,,,,99.49999999999996,,,False,True,99.49999999999996
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[4.165011405944824, 8.376374244689941, 1.0528407096862793, 4.734472274780273, 94.11336517333984, 93.91471862792969, 83.92928314208984, 73.89087677001953, 93.46444702148438, 57.94596862792969, 93.82201385498047, 36.09455871582031, 84.5384750366211, 18.60018539428711, 74.08952331542969, 13.71341609954834, 57.204345703125, 3.9531188011169434, 34.452392578125, 5.555555820465088, 18.957754135131836, -2.257979154586792, 15.8720703125, 2.562574625015259]",,NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,5.0205683897759386,,,False,True,5.0205683897759386
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[6.360523700714111, 5.103588581085205, -0.3965846002101898, -0.5656206607818604, 97.58798217773438, 96.2270278930664, 92.62959289550781, 85.59075927734375, 99.06596374511719, 73.70188903808594, 98.01274108886719, 46.61711120605469, 90.24141693115234, 25.426923751831055, 84.24713897705078, 14.612950325012207, 70.76325988769531, 8.02487850189209, 40.79620361328125, -0.3445734977722168, 23.78857421875, -3.4132280349731445, 13.143636703491211, -1.5148231983184814]",,CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,3.3448407284444737,,,False,True,3.3448407284444737
,,,,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,,,,,,0.6987713523038392,,,False,True,0.6987713523038392
"[14.19000464048638, -14.674450167139252, -16.41153617402182, -14.003283426427677, -11.741749188643153, -5.3705259044281375, -3.4435601657573827, 0.22358514207511657, -1.4939219237752412, -0.04386044965910826, 1.71286433417442, 17.85685248381093, -11.091328141357547, -15.583466468689247, -14.917611033602846, -12.162525248396578, -1.2537308727090433, 0.40455169564412247, -1.0883410727957454, -0.053815988518002775, 1.5146259045957498, 2.94221153401642]","[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[-3.215997, -3.172994, -8.499201, -8.29033, 15.94483, 12.48003, 8.142892, 8.185895, 17.90453, 4.95454, 12.99607, 3.338862, -1.502027, -4.880821, -0.4883892, 0.5743949, 0.8877012, 0.6542573, -0.4392431, -1.133432, -9.690994, -7.153827, -5.458287, -6.643937]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",C=CC(=O)N(Cc1ccccc1Cl)C(C(=O)NC)c1cncc2ccccc12,,,,,,99.49999999999996,,,False,True,99.49999999999996
"[17.741972215808797, 3.7037366154380953, 0.35819128153325513, -0.7884934005526226, 0.5380059850190361, -0.34755928318774754, -1.3555211177534452, -1.3490227864129165, 2.0775802466031768, 1.102234186603463, 0.4848906549066251, 16.92646450890783, 2.9488488321323483, -0.9535849609263658, -2.1241709368232584, -0.89390666240571, -1.8600787212129881, -0.8713831952403774, -0.35985006718637114, 1.4369040259379176, 0.5478405060255386, 1.7680523763300555]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[64.28493, 13.73866, 49.92352, 8.002841, 25.69649, -1.830001, 14.51983, -0.5954332, 9.48323, 2.441822, 102.928, 42.41779, 4.747077, 2.807822, 3.321315, 2.097673, 1.999344, 1.616956, -2.534688, -2.332569, 58.52726, 38.53928, 21.15154, 10.16607]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",OC(Cc1cccc(Cl)c1)Cn1cncn1,,,99.0,,,65.3053608779243,,,False,False,82.15268043896215
