f_concentration_uM,f_inhibition_list,r_concentration_uM,r_inhibition_list,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50,CHEMBL,Training,avg_IC50,FCFP_PC1_bin,FCFP_PC2_bin
"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[38.40258026123047, 25.154083251953125, 15.866584777832031, 11.554911613464355, 94.60841369628906, 95.93937683105469, 94.77843475341797, 93.556396484375, 94.43573760986328, 90.17188262939453, 95.64449310302734, 78.78300476074219, 95.05207061767578, 69.79570770263672, 93.5138931274414, 54.69023895263672, 90.48270416259766, 31.676054000854492, 76.6470947265625, 21.559694290161133, 68.5922622680664, 6.1274638175964355, 51.47043228149414, 0.3466871976852417]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[95.26661316333157, 98.06975203515934, 95.06115545019848, 86.28685616067973, 65.94254278060515, 30.315007807910526, 8.750207844850033, -0.7556108185664768, -2.2590794726155305, -0.8061562853591534, 1.4057173009147585, 93.63130305379497, 97.97503823790124, 94.68925356818512, 87.21408665730847, 67.48751074273099, 31.90804846741111, 12.578870983553669, -3.343630692891767, -3.9744002831620544, -1.19622599646688, 2.2453537427226657]",O=C(Cc1cc(Cl)ccc1F)Nc1cncc2ccccc12,,,0.75999776205801,,,0.7067937579096628,,,False,False,0.7333957599838363,1.0,29.0
"[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]","[96.49211, 95.3517, 90.73415, 80.98193, 69.14735, 41.32741, 38.50433, 22.52456, 96.03371, 94.92125, 89.16048, 78.98621, 67.47027, 41.15691, 36.27381, 22.11368]","[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[48.46116369167274, 94.67513060163103, 74.25430380300618, 51.405057106277106, 30.441083098738954, 3.157611275592856, -4.271241129535579, -8.698659022812203, -5.135945568267452, -3.959011684347322, -3.0934828053799226, 60.09437067757386, 69.97291671720144, 74.25078046894937, 64.25445704912671, 34.622678911415846, 6.930242918333965, -0.7206220534794423, -6.315768159982214, 0.4490591389288764, -2.1197693727124296, 0.7462387563997138]",O=C(Nc1cccnc1)N(CCC1CCCCC1)c1cccc(Cl)c1,,,3.300356640325945,,,3.0566719642303646,,99.0,False,False,3.178514302278155,5.0,8.0
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[61.93491, 44.53688, 28.29003, 16.50868, 97.5485, 98.06554, 103.5209, 102.9685, 98.69084, 96.37744, 98.17602, 90.28128, 98.37267, 85.99033, 97.43361, 75.26957, 96.37523, 59.72977, 90.57957, 41.5363, 85.72076, 22.90976, 75.20329, 15.98502]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[78.84803272060805, 95.63879999148298, 98.40818895595557, 87.1249163819715, 63.73143749977274, 11.829246704342404, 10.61149566792626, 2.332143476107165, -0.6421004381814839, 0.22055029328310757, -1.3215215099083322, 82.3711555909389, 95.41788919639622, 98.11230134480493, 92.3866337361506, 64.80193560164781, 8.463857255972812, 8.56811306353262, 2.4908449739861878, -0.5999669476284356, -0.3571935717568602, -0.8446384011637001, 93.20000655974287, 93.4492767883499, 96.76850667453837, 97.22768867460397, 81.48430581521204, 5.548722490078395, 68.3385811276198, 2.124536718160655, -1.2996490537570853, 3.5939191183705725, 1.1274558037324938, 93.89533930269936, 93.63294958837615, 96.76850667453837, 96.07317393158189, 52.58207878251173, 5.850470661550078, 65.53101118436157, 13.302338548328906, -0.28944865361277616, 0.8388271179769767, 0.8519466036931436]",O=C(Nc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1,,,0.9809067940267596,,,0.2606669946948231,,,False,False,0.6207868943607914,0.0,16.0
"[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]","[86.42342, 78.55965, 62.5527, 45.39036, 26.78565, 10.02605, 6.892125, 4.432809, 86.80352, 77.80449, 60.05815, 43.18528, 28.06187, 10.05374, 0.2164802, 2.529798]","[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[53.34620801012658, 44.797488865822785, 30.129576531645576, 11.280372759493678, -2.062385999999998, -3.8153899746835416, -4.842126759493675, -13.068771265822788, -3.1400955189873425, -3.506523493670883, 8.161922734177217, 56.36966864050633, 47.50904967341773, 28.239236582278483, 27.958392683544297, 0.2882853417721494, 1.2555085822784824, -3.595226126582273, -7.279970126582278, -12.117109822784801, -5.531802227848099, 0.5147862531645614]",O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccc(F)cc2)CC1,,,52.68192681315188,,,16.502618986751816,,,False,False,34.59227289995185,21.0,8.0
"[0.389, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.56, 12.4, 0.777, 7.46, 0.389, 2.49, 0.194, 1.56, 0.1, 0.777, 0.05]","[1.980661, 3.002169, 0.7996002, 0.9169727, 91.2076, 84.34682, 68.72435, 49.72193, 88.85282, 35.04486, 83.28771, 11.62813, 63.93134, 7.009339, 46.40157, 1.279177, 30.55353, -2.871958, 9.292602, -2.693149, 6.424311, -2.518924, 3.649551, -1.446983]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[63.58609982409732, 33.89727156163095, 0.6902296339481517, -9.54244422477657, -9.679571654632763, -9.092329360323943, -9.341643016266062, -3.704240188135234, -5.638665077868497, -8.3960233606518, -3.144244360628585, 62.58262617649072, 28.406890195668478, -7.801991501281829, -9.638607039536833, -11.817152453655329, -12.443285381958217, -10.852223611948022, -5.342524773756877, -5.576224538085564, -6.97259586699369, -5.227362451121792, 75.43092710942213, 47.7209635727915, 14.654167057636695, 5.879669062243742, 1.4909531708423478, 5.3246176728076415, 5.561801953060239, 2.278510856561863, -0.9883532708396998, -8.774290673108261, -6.756577700714886, 75.5907608665351, 49.64061577322298, 15.301919325319988, 5.319678266725564, -1.7331905275621093, -1.436226545539849, 2.0369049671081463, -2.651659112378299, -4.287178133926776, -6.803759493854941, -3.6963360176395033]",O=C(Nc1cnccc1CO)C1CCOc2ccc(Cl)cc21,,,66.35080662836984,,,13.671987134000284,,99.0,False,False,40.011396881185064,10.0,18.0
"[99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772, 99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772, 99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772, 99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772]","[99.80325, 98.91785, 95.37629, 86.91589, 69.60157, 51.99213, 24.44663, 16.57649, 98.32759, 96.85194, 95.27792, 86.71913, 65.96163, 52.58239, 23.36448, 12.14953, 97.99107, 101.7857, 92.1875, 86.38393, 63.83929, 47.76786, 21.875, 14.95536, 102.6786, 103.125, 93.75, 84.15179, 62.27679, 46.20536, 20.75893, 13.83929]","[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[100.0, 98.8508513482949, 92.61969298638469, 68.54858248751509, 53.50037731059536, 4.3010691971933745, -1.731832464619474, -2.2931784989939663, -2.1034766979419137, 0.590927934751068, 4.465455167738928, 100.0, 99.32657929210693, 92.95964854078959, 68.89397234367523, 79.44233313095795, 29.29977439753173, -3.800839804514564, -7.61252822168773, -2.0012483270176205, -2.469283386986269, 6.189553379377042]",O=C(CCl)N1CCN(Cc2ccsc2)CC1,,,1.1373022078360642,,,3.5058264235437653,,99.0,False,False,2.3215643156899146,22.0,4.0
"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]","[83.82432556152344, 19.055492401123047, 71.31304931640625, 2.624300956726074, 49.39277267456055, -11.937112808227539, 30.087778091430664, -13.073408126831055, 17.029399871826172, -10.416040420532227, 4.385859489440918, -5.792701244354248, 0.5861840844154358, -5.564239501953125, 5.2816691398620605, -1.3978235721588135, -4.337762355804443, -0.3276618719100952, -8.101365089416504, -5.15541410446167, 83.64395904541016, 71.204833984375, 50.07815933227539, 31.789213180541992]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[75.43026563177939, 42.686689485609605, 2.3453695222484736, -13.660029889601313, -9.340500409776793, -6.447958347394302, -10.80605505471725, -9.84187436725642, -4.442462517475777, -7.990647447331624, 2.07539892975944, 75.70023622426842, 40.06411801571614, 1.11121824229861, -10.111844959745452, 86.22908933134069, -4.133924697488304, -13.120088704623248, -8.993395362290894, -3.4011473750180814, -7.1036012148676715, -0.5086053126355912]",CCC(=O)Nc1ccc(N(Cc2cscn2)C(=O)Cn2nnc3ccccc32)cc1,,,46.07741425828843,,,24.960267873849723,,,False,False,35.51884106606907,18.0,7.0
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[16.46234, 8.78581, 3.721596, 0.9306268, 94.82641, 94.76625, 93.16568, 87.29389, 94.71521, 79.30016, 94.83553, 51.20635, 92.73181, 44.60537, 86.6595, 26.5379, 78.91369, 12.71796, 55.05282, 5.560974, 42.52172, -0.031902, 26.14597, -1.946022]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[86.50124786494455, 92.32699249121123, 90.06767593884352, 89.13707678901697, 62.722944136583514, 13.003157453449852, 5.929971545887556, 2.364164389268458, 1.4525330160300391, -0.0138930862764463, 0.5959636296172991, 88.20571056122807, 92.16160833686698, 91.2223460684576, 79.91506788156902, 63.86028091813716, 14.356185066820412, 5.72084843476956, 1.9140937675605194, 2.4322528960114385, 1.3408211662660938, 1.0157105907814887]",O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1,,,1.0210874922171198,,,2.112459231614913,,,False,False,1.5667733619160162,9.0,7.0
"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[88.96706, 46.74736, 85.31255, 18.38245, 76.60415, 12.34171, 62.19811, 7.372641, 46.55847, -4.130607, 22.22201, -0.4375398, 13.30545, 1.058191, 7.522985, 5.988705, -3.367321, -2.253233, 13.98392, -5.15603, 88.1845, 84.66491, 73.68594, 57.17122]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[34.58573064837208, 59.17393110517912, 44.79964951567138, 31.833849156825433, 14.337507978820135, -2.454511957723907, -4.8151126773667485, -5.655767172249563, -3.552511573997958, -3.273277642624365, -2.2454542805410265, 37.41899990449662, 58.697338066299075, 45.02656588937159, 38.05631209987919, 14.658890702503069, 0.8458008525266354, -5.07191762270432, -7.674379425486073, -3.1734507529274687, -2.760379969606337, -3.895287679717114]",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(C3(C)CCO3)cc2)c1,,,15.26821373000185,,,8.952750994253652,,,False,False,12.110482362127751,12.0,10.0
"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[98.95800018310547, 94.15690612792969, 97.21694946289062, 78.81449890136719, 97.23805236816406, 68.21514892578125, 95.85575866699219, 49.83908462524414, 93.38134765625, 30.260103225708008, 78.22886657714844, 17.418487548828125, 68.64250183105469, 8.169779777526855, 49.258731842041016, 3.4267172813415527, 29.289331436157227, 14.068270683288574, 7.731877326965332, 4.033449172973633, 98.53065490722656, 97.46491241455078, 96.75794219970703, 95.63944244384766]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[89.44948342906879, 94.33268934614487, 100.02906646910733, 95.19025160174449, 78.98867118851113, 40.36220631819116, 12.581820634102167, 0.7731846791371305, -2.408516035966906, -2.2611430342522527, -4.2434142839593, 89.50260312590915, 94.22769356866534, 100.02906646910733, 94.71284265343124, 80.73037466648027, 38.039990569862304, 20.700267340155747, -1.3325652032473947, -3.609314022109855, -3.772367435119567, -4.392275954618889]",N#CC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,,,0.5161246783773158,,,0.803102297570765,,,False,False,0.6596134879740404,4.0,27.0
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[33.54081, 19.30906, 10.61341, 6.22123, 91.44963, 96.99796, 96.98573, 95.51759, 91.8809, 90.10384, 97.51793, 75.9822, 96.2272, 67.7331, 93.66101, 50.32957, 90.55346, 32.42747, 76.91508, 20.51415, 67.47312, 8.817997, 52.62353, 9.493952]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[61.819950879441656, 83.23280097188601, 94.0423441171242, 81.88819703065441, 75.92184309011145, 44.80713600718422, 19.233031003867616, -1.4675394255165268, -5.457410415805802, -6.444804670060761, -3.7637029710992858, 61.40204251783749, 83.72532942652259, 93.49099967536952, 90.56413855096912, 76.9848218439281, 46.037771928939186, 22.65897313703534, 1.4233180965835115, -8.224628997793024, -4.5655110865959045, -1.2591882159525447, 61.71797694095148, 83.1004080362007, 93.88056880468741, 81.74844067909677, 75.78911088133596, 44.72943975629009, 19.20216136886694, -1.468707959485456, -5.453453854107609, -6.431851283590722, -3.763494657727675, 61.308828924985825, 83.58071222885606, 93.3468974795148, 90.41170519106545, 76.85645353168118, 45.95688380418709, 22.617657849971646, 1.41311719644663, -8.210755700832753, -4.564001645486593, -1.2552394294164169]",O=C(Nc1cncc2ccccc12)C1COc2ccc(Cl)cc21,,,0.5090585239422519,,,0.764138838013884,,,False,False,0.6365986809780679,2.0,28.0
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[-6.863784, -3.960988, -1.717392, 1.000366, 81.23398, 69.46859, 55.20904, 35.83393, 79.91943, 19.01467, 68.41618, 7.033403, 51.2654, 3.52923, 33.35903, -0.2871957, 23.60209, -4.40431, -0.9117018, -4.134461, -6.636341, -11.87525, -11.80972, -9.8591]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[79.52516251768957, 65.4671560392436, 33.74829348708958, -0.45637237864997365, -1.9823248956633066, -2.7035695670717117, -1.6291879258650623, -5.057139612069523, -2.9206124817943313, -7.136731985718425, -6.390826853578687, 78.5933676260578, 59.89507822294664, 30.18851465422527, -0.5130317649670437, 0.19893334545330932, -0.3351302861627162, -1.18774066963081, -0.4938558176480463, -5.108706480470957, -10.784776858339022, -9.027093379029862]",Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,,,24.258437305056045,,,23.92453212299013,,,False,False,24.09148471402309,15.0,25.0
"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[85.97942, 31.9334, 76.80029, 11.17828, 61.16767, 8.99353, 45.19567, 5.944427, 29.34563, -0.3871036, 13.32061, -3.027893, 3.605897, -1.993849, 0.7636017, -4.549793, -0.5727012, -1.315092, -4.602821, 1.1401, 84.55827, 75.88291, 62.29717, 44.91462]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[78.77002912870825, 54.80421381157509, 14.91178219372222, 11.458948590422125, -1.127559854049175, -2.1056867833669073, -6.137740606164168, -4.105506182010026, -9.69439554056649, -6.144378634893188, -5.838636377689748, 79.06505161873125, 55.48307013704154, 16.018452150958975, 2.6467465393116476, -3.017143047627799, -4.219392511348902, -5.616471999533219, -8.868266501316771, -10.804181635754542, -5.939417668845226, -6.909169958069321]",Cc1c(N)cncc1NC(=O)Cc1cccc(C#N)c1,,,32.221063872768966,,,16.065560061199538,,,False,False,24.14331196698425,16.0,17.0
"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[99.35077667236328, 76.67252349853516, 97.85639953613281, 47.508602142333984, 94.97736358642578, 34.30607223510742, 86.83926391601562, 18.69476890563965, 74.2794189453125, 7.2191338539123535, 40.87794494628906, 0.39645475149154663, 34.140174865722656, 4.716309547424316, 15.494392395019531, 0.4774438738822937, 10.533156394958496, 3.736602306365967, -3.2271547317504883, -4.196411609649658, 98.25481414794922, 96.5971450805664, 93.22173309326172, 85.61920166015625]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[100.07778395766813, 100.07778395766813, 100.07778395766813, 75.72212808958155, 15.430311327472863, -0.41197441844205873, 0.7118114968494215, 0.1827881233536448, -1.3160100631760383, 1.2341823712129185, -3.038259837458942, 100.07778395766813, 100.07778395766813, 100.07778395766813, 46.01784388309923, 12.044893602537817, -4.507927156118748, -2.326254069671748, 0.2301995675169878, -0.25326072262893967, 0.7123772901950763, -0.12826509908687916]",C=CC(=O)N(c1ccc(C(C)(C)C)cc1)[C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1,,,2.9757785745257053,,,2.85772910118083,,,False,False,2.9167538378532676,11.0,5.0
"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[59.02193, 8.238585, 41.37645, 4.478514, 25.35139, 2.65667, 14.64414, 2.508953, 6.577887, -0.534915, 0.8795882, -1.837511, 5.4812, 2.365712, 3.11325, 4.115935, 1.407789, 0.2663384, -4.818711, -4.572515, 56.9718, 36.17502, 19.67547, 8.565353]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[52.242608932725545, 8.244005228465054, -27.315672400482093, -32.14665182040784, -27.009914209347546, -24.25809048913668, -8.297512911913628, -2.8855929288322377, 1.1504151941437082, -2.7327138332649756, -2.274076546563168, 65.23733205594355, 26.558920877424086, -19.70229344123201, -15.48283040357535, -22.851602809917786, -13.067340693612477, -2.0600458127689887, 0.8752328221226106, 3.2907225320854954, -0.531254857096282, -2.335228184790064]",Cc1ccn2cnnc2c1NC(=O)Cc1cccc(Cl)c1,,,83.3781317147818,,,75.25738153692555,,,False,False,79.31775662585368,14.0,19.0
"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]","[97.34971618652344, 57.66566467285156, 99.109375, 27.62554168701172, 91.40142822265625, 19.071950912475586, 83.4739761352539, 12.519116401672363, 60.43289566040039, -0.25189369916915894, 30.054515838623047, 4.346965789794922, 17.74051284790039, 1.5113621950149536, 14.58464527130127, 5.498479843139648, 2.141096353530884, 5.8763203620910645, -0.9679914712905884, 4.983896732330322, 95.59725952148438, 98.32130432128906, 96.38892364501953, 86.6082534790039]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[100.0, 100.0, 82.85439762128752, 79.40583430307065, -12.230427706840642, -4.839298469295645, -4.998074533302168, -3.3456606996327305, -1.958012177604802, -1.6568752746092015, -2.6044963857840013, 100.0, 100.0, 82.16858462002332, 80.31931279389394, 17.24943182249672, -5.282090171513597, -5.294555857704044, -6.515945518160013, -2.0009251469088456, -0.8820864654367506, -0.2772200553464087]",CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)Cc1csc(-c2ccccc2)n1,,,2.68928825055437,,,4.655076543900494,,,False,False,3.6721823972274317,24.0,10.0
