,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
945,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-131.004411012623, -81.45584391213035, -34.7419171543408, -28.731693416837217, -19.291464067341188, -14.835933024685128, -9.632230915467302, -7.356595216769033, -8.450977267507728, -8.0729802344943, -4.095297478601463, -121.93391088047785, -83.88768998831819, -38.802358873715626, -40.370174419131416, -18.262647823178433, -15.146248890367369, -8.296126571040386, -11.715996473670634, -4.326208843105092, -7.867205795079116, -6.780071980594377]",,COc1ccc(OC)c(CNC(=O)Nc2cn(C)c(=O)c3ccccc23)c1,,,99.0,,,,,
947,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-7.57753588391976, -8.567828617196978, -6.97949102641444, -4.388998318366034, -2.045477310541669, -3.18703509541259, -4.519659810769742, -2.074691016397408, -3.5852779714218395, -1.258906128818913, -7.810697969718585, -10.601247192327557, -2.901555208009441, -8.449035108042741, -25.222613025111624, -5.376542368677018, -2.363254492554245, -6.967043432182263, -2.1503841862716637, -2.346137785547831, -3.5589445894870937, -6.126921707428736]",,CC(C)N(C(=O)Cc1c(O)c2ccccc2[nH]c1=O)C(C)C,,,99.0,,,,,
948,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[73.91756509194288, 29.958365638881773, -6.085440750199545, 0.7595651904053894, 8.399099824722988, 5.206336858651729, 9.396205050316432, 25.28844455884787, 11.602155165380857, 9.258601786829905, 13.240630316425397, -25.585738474644177, 57.90755216334025, -8.128952226250217, -20.49233628792336, 2.999385117483545, 13.181338985430797, 14.76994248277638, 13.824988772406227, 8.332214058806903, 11.883634614234804, 18.138535420006104]",,Cc1ccc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c(Br)c1,,,99.0,,,,,
949,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-88.98252755545364, -95.3848272534683, -64.54834144660153, -68.90364277450396, -33.28757598751579, -32.45294232029259, -9.241468916349426, -19.4367819909617, -15.47700378333532, -30.10695759569822, -29.689690960214698, -107.8949281076015, -116.53683466355531, -70.86251102781509, -52.7915052849449, -32.41594737611542, -34.541536219991734, -33.39067902207976, -9.781598545250556, -15.619386507198788, -30.07543136474168, 63.0298087119735]",,COc1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1OC,,,99.0,,,,,
950,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-27.008119477593983, -47.443030253700435, -32.668724156124426, -36.87281685209314, -7.445169358559695, -2.026401644205186, -2.1840386911848175, -0.8249497236172156, 2.2510673340662137, 0.30423132054737123, -3.0145162789049196, -17.85792166781144, -45.83994324822259, -31.1236309383162, -26.87800247045314, -8.386621910957578, 1.3570709355699706, -2.8880547021285152, 0.6283879189459766, -0.3091930328303499, 0.9962702595375967, -2.286213289533119]",,CC(=O)c1cccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)c1,,,99.0,,,,,
951,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[28.41242316896174, -13.626951680363225, -32.44559821212271, -36.3594819677172, -20.96505594568072, -10.362722880064917, -9.950223874089097, -9.89157128018, -9.403109918022642, -7.355471774371136, -5.494995525969461, 23.038851327146716, -21.797356538232084, -35.851353314286804, -40.905189172767514, -29.04839709291604, -5.121578021268455, -10.969326200494917, -7.604931024938695, -6.92827216553, -5.414006775143095, -6.539594308048326]",,Cn1cc(NC(=O)NCCCN2CCc3ccccc3C2)c2ccccc2c1=O,,,99.0,,,,,
953,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-63.605220630429784, -104.84666446030313, -85.74901940115835, -88.08988499291107, -41.53360672945437, -9.676024117700551, -13.089922550820896, -12.869435537054091, -14.460747177281085, -7.160212630010261, -5.795955386979933, -52.136404761587805, -112.06248824427425, -81.3460090958384, -75.28176061975404, -36.53055702056896, -13.331817490318649, -18.101796752382505, -14.173575371202654, -12.336898586427187, -5.347586014395372, -3.102523511660973]",,Cc1cc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)no1,,,99.0,,,,,
956,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-3.360178626241275, -34.117018991486674, -36.30890599446601, -31.881220311140563, -13.964205513162675, -6.391360419412373, -5.605526251268282, -7.185820055801356, -0.4303353227151239, -1.9718709065580102, -6.666188290549453, -4.4478285782724996, -22.912754714355238, -31.101433941207745, -36.05750431361402, -14.154676160343197, -4.880749227100605, -6.516555396466423, -4.01926467341114, -4.823255535233682, 0.27071470676436904, -2.5207854000571666]",,CCOC(=O)c1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1,,,99.0,,,,,
957,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-163.91110856689585, -141.80064965551108, -107.08692573886157, -65.622625974065, -54.745628469872656, -16.84246628111483, -2.462141917375833, 0.04247450371040944, 3.7525963955677497, 5.502016534032791, 6.00852414091146, -174.03599020851235, -144.15987373280478, -101.566022608363, -93.4283804256344, -56.94388091067316, -17.061700186633626, -9.06913328463585, -6.135211825222876, -3.2041765659922015, -0.7423605833131707, 0.11943292332695805]",,CC(C)Cn1cc(NC(=O)NCC2CCCO2)c2ccccc2c1=O,,,99.0,,,,,
958,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[64.6153805300946, 30.00331169283326, 4.056612930999956, -10.641012209419742, -6.1862891242122, -11.438504982663108, -6.811333996480133, -4.472627536397083, -6.119797785392529, -1.0404617583958107, -3.6137225954744987, 56.94573283781581, 31.63459975518055, 5.9583403038305445, -3.228308850828833, -7.0634656780097895, 55.37097068404007, -9.677108821522584, -3.7528595898190478, -1.6988625063580332, 0.7143622995268792, 0.6709323329292773]",,COC(=O)c1c(NCCCc2ccccc2)c2cc(F)ccc2[nH]c1=O,,,68.55148565137092,,,,,
959,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-95.81336448840425, -81.18961540947798, -67.76880406636052, -71.10407975626522, -30.917396130683766, -8.950138883104302, -7.41382936963494, 0.4102901945511402, -0.9311743380267711, 0.4729693165322994, -6.1548962355624415, -96.09036537770464, -76.3875399045442, -61.99052663301078, -68.26460383916798, -40.067326974194, -10.632937223496254, -6.02272709643628, -0.4500626464913173, -0.009763716322762376, -1.998733022688431, -8.191477307676315]",,CC(C)Cn1cc(NC(=O)NCCCN2CCCC2=O)c2ccccc2c1=O,,,99.0,,,,,
960,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-21.86385966219989, -42.28287897486035, -97.83511836476524, -34.900842324808536, -22.463499935150985, -13.613656968063276, -11.192377217687723, -7.65667199708475, -8.941682930032693, -9.550924917457268, -16.414384302538622, -20.398453826185435, -34.61497094923184, -32.103919365268744, -21.553036148211426, -22.378231533799603, -13.694569953466216, -9.69961436037999, -16.53570363836634, -8.740255131076408, 43.40472088308274, -10.738582816002715]",,CC(C)Cn1cc(NC(=O)NCCN2CCOCC2)c2ccccc2c1=O,,,99.0,,,,,
961,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[65.71392654603243, -28.2253554502535, -26.924878896389927, -4.327271806444163, 7.331999924403145, -7.003567869694425, 9.171118349691426, 20.179269215691846, 16.622682768731224, 76.80974784254289, -163.43922733961347, 65.06623928175844, -26.65576878581892, -19.051832962553128, -18.709700155826585, -1.6445634608105952, 14.017458030120022, 18.195437155401905, -20.385024769248048, 14.307295990672852, 17.46545849468784, 17.924443048723585]",,CC(C)Cn1cc(NC(=O)NCCc2ccc(Cl)cc2)c2ccccc2c1=O,,,95.94689191935346,,,,,
962,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-84.2393788699313, -74.89203403722645, -37.444389587998636, -31.910376268697128, 17.067680325947933, 16.39664839301414, 15.505740656467912, 23.090970109512103, 20.643707365640775, 12.875957648977138, 10.976006809584348, -83.6207063421219, -74.10876740479041, -31.313579626744257, -29.39521270919288, 8.846413260719496, 24.24750540685366, 23.830441444293633, 19.951247075534127, 16.175560896580464, 13.867581228481482, 14.847352851827313]",,COc1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)c(OC)c1,,,99.0,,,,,
964,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[10.413951524329363, -0.9049158162773654, -12.38908679600923, -15.13944854302373, 16.196519487833548, 14.043793795487836, 15.661132472892076, 22.200825512883863, 18.93129930172411, 15.750703768203177, 10.333904914343202, 13.963808050998797, 5.484361784085239, -13.636003080104134, -11.05211784701855, 9.237381187111362, 28.55775093963165, 20.588798031930978, 16.82471111963704, 13.345391750633024, 13.507642768888095, 13.088712569954735]",,CC(C)Cn1cc(NC(=O)NCCc2c[nH]c3ccccc23)c2ccccc2c1=O,,,99.0,,,,,
965,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-82.40873377319375, -75.61172277151181, -61.199307154697124, -48.20325286718325, -23.050552684997196, -6.828324011296731, -8.760891649948064, -12.895748237588803, -13.448086481629732, -10.838397628076683, -9.42233394836116, -72.34127504575133, -78.95679325458866, -71.42020355461828, -51.79094270763163, -19.444421087116055, -24.296502110631415, -25.561959831452807, -8.023615573642363, -14.007837637685888, -17.036102838283103, -14.199478155319637]",,Cc1cccnc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,,,99.0,,,,,
966,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-53.44580508126322, -46.563120405855294, -34.02799456944317, -39.0379332543339, -18.19430029891583, -10.782914244600347, -3.420427409224876, -6.247790813785016, -6.525722243557211, -1.8462540484634713, -8.519250766129295, -49.268178280436196, -49.913734984478516, -31.656903926326397, -18.48299455855321, -15.602776057784562, -9.362596476354655, -7.661774958277204, -5.033495929766783, -44.48324537292719, -1.7862387456405755, -15.511115061516087]",,CC(C)Cn1cc(NC(=O)Nc2cccnc2)c2ccccc2c1=O,,,99.0,,,,,
968,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[64.01642613156866, 11.070534714530696, 4.949262927159468, 11.368214904783741, 19.589772805306573, 9.621598671311625, 8.697862155765925, 18.269627720426236, 16.452111481629906, 14.938526042145986, 18.017185618165698, 64.0900559073146, 11.160786952700912, 7.375019251028133, 3.874646258764787, 11.89636161180243, 19.577996924924012, 18.952279218839752, 11.74750084185371, 9.677340168250085, 14.488231537222438, 17.865683233596968]",,O=C(Cc1ccsc1)N1CCN(c2cc(-c3cccs3)n[nH]2)CC1,,,78.20854338003632,,,,,
969,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-10.292237226502595, -16.09889379144135, -10.221393812281123, -13.738159364632043, -9.422567455520085, -5.939323625604279, -7.893227748010867, -6.833560407480772, -7.234643079883851, -5.630428899471789, -7.555091540804683, -3.8696910775650983, -20.27933975116276, -11.521170017863774, -18.525916664877766, -11.321910715242806, -4.228572640901896, -3.4845498105772124, -2.529028457654199, -7.855637948698592, -10.800775938501879, -9.690604237742685]",,CCCc1c(C)[nH]c2[nH]n(-c3ccccc3)c(=O)c2c1=O,,,99.0,,,,,
970,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-83.91540257676316, -80.89898553860739, -58.497827485011655, -53.92478485326134, -29.571569131771074, -15.639972696550675, -8.769379748465752, -9.19934618785995, -6.679893462229611, -11.69444586537522, -14.669322123482276, -77.51914587661378, -79.37437545125819, -58.799553569226646, -44.49845276914575, -24.002416941437588, -12.051983056494484, -10.79310158582209, -7.1931167009464545, -8.319085148920617, -35.975208273160604, -14.666760464124302]",,CC(C)Cn1cc(NC(=O)NC2CCCCCC2)c2ccccc2c1=O,,,99.0,,,,,
971,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-40.39667184617956, -88.36360426427643, -75.97989602414778, -17.475486837738124, -30.15232464157468, -13.370790956805065, -5.997187222573594, -6.496513207084333, -1.1594464110842082, -2.6684860892336038, -3.921415277863837, -37.02809572980822, 59.232421050381646, -75.42764072672165, -67.87022786302396, -39.82318371259393, -24.70496615737933, -11.716242973161659, -7.592100992030256, -7.655705564216044, -10.5695794177227, -103.02763077128627]",,COc1ccc(OC)c(CNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,,,99.0,,,,,
972,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-59.98029238099597, -68.20740769264951, -66.01829828536981, -55.82104749992565, -32.26954867897241, -13.861851377348241, -13.68193626748771, -20.620945340503834, -17.274437465998457, -14.310055943189612, -10.564747528082265, -59.686022732121636, -65.7947385470014, -62.890252567595354, -56.800648741288995, -30.602130009213724, -21.619109260443103, -24.27589153558741, -10.783940352900148, -13.049066902274657, -17.608514931640435, -13.626611515668511]",,CCOC(=O)Cc1csc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)n1,,,99.0,,,,,
973,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[20.01165329477693, 12.036125283654126, -32.37846138976551, -25.159266771289744, 45.879570530245104, 3.8515755765482607, -2.690015934796686, -2.707856110903548, -0.6965980979512866, -3.7366257303814336, -12.909983166256506, 24.35834910265514, 12.522649244679315, -31.557472874443913, -27.857002945610336, -2.395397926102911, 4.572680485093082, -0.10012074939676585, 4.421554715178506, -0.602749554663868, -1.672687831425535, 0.7494326089255035]",,CC(C)Cn1cc(NC(=O)Nc2nc3ccccc3s2)c2ccccc2c1=O,,,99.0,,,,,
974,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-68.49607036145461, -40.46897915468959, -2.118762401325749, 10.52158182536909, 13.192861981695708, 24.28531424524802, 25.611543105431032, 23.55832965765912, 22.63221272152575, 28.47772982422112, 26.69949277981778, -66.9954493884754, -29.527060382557885, -11.07207749229678, -4.8840770728985206, 12.91207900376258, 13.551303877963328, 15.660962079613446, 26.12279463234662, 20.352842517300974, 21.3619865721988, 23.602174524751764]",,Cn1cc(NC(=O)NCCc2ccsc2)c2ccccc2c1=O,,,99.0,,,,,
976,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-191.62816740528405, -121.23895260079426, -73.93883274606664, -69.67639708438874, -33.178631674659066, -6.674415650907571, -9.019303461626944, -9.357904265444631, -15.374679328193825, -12.068025384927756, -6.860805507170599, -182.1283797937313, -123.80779296727427, -73.25626322624224, -63.96966991986606, -22.362218973060326, -0.7040682006887523, -16.977823172663697, -5.440627570975886, -12.010823073984726, -14.758425091264435, -13.065190365132691]",,COc1cc2c(cc1OC)C(C)N(C(=O)Nc1cn(C)c(=O)c3ccccc13)CC2,,,99.0,,,,,
977,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[8.858817717592203, -40.58359234897858, -57.608684126556696, -55.44986579794807, -37.49431638070933, -7.300115829069894, -4.63235228676477, -7.062099639544105, -7.856136613397245, -7.790842269963442, -10.517451073793131, 6.96870738792618, -40.752531454313576, -53.51649982290317, -49.574860638973576, -38.39402580227384, -14.745005764200386, -6.276192832675087, -6.159511778862788, -6.118518833284665, -6.336043572256387, -10.833304156420674]",,CC(C)Cn1cc(NC(=O)N2CCC(c3ccccc3)C2)c2ccccc2c1=O,,,99.0,,,,,
978,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[100.0, -15.422727098770936, -52.57117366161589, -53.548433429176775, -95.91367778990568, -29.33694181057365, -14.208946376649138, -12.307441855963193, 4.331272281251099, -16.1873363604474, -16.569278391805963, 77.81073558823735, -16.918212311888073, -46.516742199056246, -61.49679261346748, -56.464561094925344, -47.58227405354187, -25.501200807268916, -4.7015088159580944, -11.422383688855843, -18.29763895095701, -17.99705281596879]",,Cc1ccc(CN2CCC(CNC(=O)Nc3cn(CC(C)C)c(=O)c4ccccc34)C2)cc1,,,92.3348086970453,,,,,
979,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[22.806868988517117, -23.10724497301906, -24.501937961253546, -3.241751455527605, 12.159174464938475, 13.288994379667695, 14.060960726024781, 25.750551794041414, 20.960026344290057, 21.324170744278863, 23.748682633250002, 31.98242842499498, -25.182021254242905, -23.38017001963753, -16.033025981941133, 7.763699185108084, 26.89970867720941, 25.516092211657877, 20.64679989057235, 21.557842334663473, 22.881986424510963, 26.98255283839489]",,COc1cc(Cl)c(C)cc1NC(=O)Nc1cn(C)c(=O)c2ccccc12,,,99.0,,,,,
980,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-2.4280201433921342, -8.304610028382504, -21.80515066048035, -28.753085868756017, -8.958889508696636, -11.737181204237759, -10.572773932594705, -12.222170649373734, -11.382328369031539, -19.16528357024666, -18.906881864211574, -0.7707535439745892, -0.23955945092883657, -24.274154123373652, -24.625972662388733, -15.610725292966812, -4.397251350539325, -8.661795308463704, -8.10207807017781, -20.72313354571797, -10.701610311071988, -17.10889803487248]",,CCN(CC)S(=O)(=O)c1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1,,,99.0,,,,,
981,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[59.95831578867363, 0.4680295972335841, -36.111653740691516, -36.26054175568122, -36.860269621121084, -3.501092387500958, -1.8329347783529137, -5.075092369719576, -3.0800354882301013, 1.8624056192453196, 4.487793039235027, 69.10745071569448, 14.598081143760794, -34.730905137629435, -31.868708460988216, -33.98493557593173, 9.601274608389037, -9.729196488466707, -4.054225819075833, -36.351376392545895, 4.71373800420751, 4.233108417571771]",,CCCCN(CCCNC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12)c1ccccc1,,,82.69076110717602,,,,,
983,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-46.063065988811196, -79.89084490276649, -48.93621266516707, -47.68958813793325, -24.86183230989988, -11.184892258901671, -11.150093309250298, -10.243266566674606, -3.578339814301886, -0.4324459830111379, 0.9352324508830183, -48.99747104593886, -69.48774078204819, -47.95460760294143, -9.009774255297822, -22.795822972140623, -4.223672502666496, -2.6110405876712246, -7.736156713647821, -5.5061523960223635, 2.761687712940378, 2.146410955036088]",,CC(C)Cn1cc(NC(=O)NCCC2=CCCCC2)c2ccccc2c1=O,,,99.0,,,,,
984,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-19.817681498236723, -15.689900126853729, -10.217031776984596, -1.4255195708631538, 8.382057074619825, 8.068563268804462, 4.989392944312749, 1.3845346476292293, 7.3417208311646025, 2.4009498281876835, 0.9198779475672153, -17.662654414740388, -14.958185574072289, -11.28373193584368, -7.50894721364575, 11.171541241998645, 14.109900918093063, 6.415560106507118, 2.1598161739213193, -3.9709918597773672, -2.0715508809420644, 3.501649019501475]",,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)Nc1cccc2cccnc12,,,99.0,,,,,
985,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-55.360003859209804, -83.81402431671695, -82.804858753585, -79.17703896048313, -39.62567516244752, -10.598776870436357, -13.583633440255257, -18.234173905407566, -22.42677825717396, -13.493474142921158, -9.51949609176636, -60.97801400008753, -93.54976326613122, -98.5624231106776, -87.51701311607155, -30.713060172093076, -30.551412167713238, -31.10049881849853, -13.755906228217349, -18.301480331965404, -21.369229347438203, -14.482929215033224]",,CC(C)Cn1cc(NC(=O)NC2CCCc3ccccc32)c2ccccc2c1=O,,,99.0,,,,,
