,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
13,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[45.4397475906812, 19.954840041823335, 1.1405103358436908, -36.98351250651069, -5.570142366288297, 3.6090354135345377, -0.6273738908188095, -8.481952124343307, -6.753572857374819, -7.750700228888327, -3.5963043078966592, 41.810991044739296, 13.906204866229999, 3.1066390571358036, -3.7651128262175257, 1.6812008471887148, 4.893042649694637, 1.3932233502193563, 5.614052401892415, -1.0564094939876008, -2.9601894500416503, -4.458844297124202]",,O=C(Nc1cccnc1)N(CCN1CCOCC1)c1cccc(Cl)c1,,,99.0,,,,,
19,,"[33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[39.77790571957318, -0.11117527949091839, -3.56350864190573, -4.2215990640408, -3.8028019832465025, -4.301860921373259, 16.29796148457402, 16.272536473574963, 13.937135683804373, 15.646424815598545, 38.10544331200933, -0.8817349707171364, -4.265487536890046, -5.755235994617477, -2.235166301144492, -4.597940378680421, 30.75983273315441, 15.764390274639654, 15.62278800562614, 10.39492999450862]",,CS(=O)(=O)N(CCc1ccccc1)CC1CCN(C(=O)CCl)CC1,,,99.0,,,,,
25,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[100.13368642610337, 65.83891631908926, 27.308992845540516, 22.35188975447861, -0.3709290298212001, -1.078207004516773, -1.2379334137349611, -15.596646778090564, -6.602017066493447, -7.157881057143451, -4.480115790251368, 97.01908273748182, 67.563072879928, 27.481332183367318, 20.24470887751332, -0.019835548534537, -6.2789458447832365, -6.670386425321645, -6.539762933957373, -8.58741232263222, -6.148223912207504, -4.778519637831198]",,O=C(CCl)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccccc1,,,18.85071501312264,,,,,
32,,"[200.0, 66.66666667, 22.22222222, 7.407407407, 2.469135802, 0.823045267, 0.274348422, 0.091449474, 0.030483158, 0.010161053, 0.003387018, 200.0, 66.66666667, 22.22222222, 7.407407407, 2.469135802, 0.823045267, 0.274348422, 0.091449474, 0.030483158, 0.010161053, 0.003387018, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-65.09966168922148, -35.31065265652198, -20.422569639251734, -15.223230712904485, -4.830396930841867, -0.794356679037649, -2.870444435825482, -1.8556833685855492, 1.5961539312358373, 1.4166452958353641, 0.9206713649454551, -72.4324599189856, -42.831984496548955, -20.888325391027276, -10.75299282615008, -6.278880864710157, -3.396507685669498, -0.9176545732124227, -2.4543483285175443, -4.8819494824603575, 1.2996194747013685, 3.267054225614912, -9.997868083571111, -5.61595985437371, 5.837351175833913, 2.006461346715211, 2.911705861130243, -0.9716619108530871, -1.9687428252812482, -2.9264652825609283, -1.089737282298531, -1.6276361966610837, -1.3652464823378812, -9.118862540588413, -5.366689625766674, 4.814031289973436, 3.397126832628166, 1.9277444324182484, 4.10557906130081, 0.5501984322214599, -1.6407556823772502, -2.5328807110761153, 4.564761061366401, 0.7863491751123476]",,CC1C(O)CCCN1Cc1ccccc1,,,99.0,,,,,
36,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[28.741913551655696, 43.73874386901767, 19.203114094592205, 1.7908096413653505, -4.593258656921329, -3.2122121283570024, -3.4609156964980974, -3.130898947272872, -0.154865114548749, -0.03158193263832, 0.21746988740471043, 34.26580050364228, 33.29750904287949, 19.65985410952192, 5.360820045933265, -7.358430722217545, -7.390743911053645, -3.5150164759204197, -6.295443035336218, -4.920249042274155, -2.9290266290637614, -1.8934957385762068]",,Cc1ccn2c(-c3ccc4[nH]ncc4c3)c(-c3ccc(F)cc3)nc2c1,,,99.0,,,,,
39,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[99.17637054762258, 84.6909439113727, 29.484512498962474, 12.990283260698263, 6.859098297617241, 6.2956517353238315, 5.265815292763975, 3.520700227586885, 0.000574998086171848, -3.3354182435029243, -3.2570593360629116, 99.09082956317131, 84.09528018536595, 30.034736297187457, 9.990605733788756, 4.728915476306899, 2.6202621453771453, 2.8249212998480293, -0.37666520492493244, 0.22182035586808782, -3.3128038463464535, -1.185122562097436]",,NS(=O)(=O)c1ccc(N2CCC(N3CCCCCC3)CC2)cc1,,,15.75805815108697,,,,,
40,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[47.19661068448569, 45.45213699894396, 34.35817275874892, 5.348438898268969, 34.085979821637316, 7.056280852798825, 5.944586603080141, 8.254101297498782, 7.123591055655814, 2.7007970321638797, 0.5157980923683291, 46.118448136108434, 46.944477567319275, 32.52009913838415, 5.674503484129242, 30.849442203057315, 15.884067043546715, 5.915237542468518, 4.632787788565689, 5.505687916288796, 3.689409264430041, 2.739368473999133]",,NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,,,99.0,,,,,
41,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[81.70123124373487, 42.83658160637857, 15.459324729919507, 6.944274635739631, 14.354227424472777, 6.7599840718766995, 6.59581701542455, 5.974832331064137, 6.511348778036193, 5.234737285140349, 1.2584306620431258, 78.5645234650561, 42.22564974569274, 14.571969887745958, 3.101867514283518, 13.592661033230804, 4.3427815520678905, 5.301650393424852, 5.292342034202004, 5.214081286185967, 5.330899672317941, -0.46586980924310595]",,NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,,,39.21840674546452,,,,,
51,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[89.13976757468355, 28.341546911392406, -19.63350531645571, -38.381870278481, -19.298861468354442, -10.901312582278486, -9.723292177215182, -7.797002278481012, -21.724398531645566, -31.993481696202547, 93.62284178734178, 87.86248881265823, 16.79838440506329, -33.90169116455696, -31.73148774683545, -26.556524810126586, -24.63986703797468, -15.710012810126589, -17.319405645569624, -26.271581468354437, -36.44050526582279, 106.57689167848103]",,O=C(CCl)N1CCN(Cc2cccc(CNC(=O)N3CCOCC3)c2)CC1,,,50.31752086925554,,,,,
52,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[96.59775726600046, 79.87642077961706, 28.288453225519365, -4.828743611259442, -2.8758867953314526, 6.3188140463295, -20.288860070689342, -11.338266331019396, -7.025707529178426, -19.515854247717854, 0.17545197955602965, 95.74338240903198, 78.98136140565008, 30.44473262643986, -7.880082386146925, 5.179647570371502, -9.059933379103414, -32.494215170239265, -4.5032674752714374, -3.1199938973224457, -20.207491036692343, -9.426094032089912]",,CC(=O)Nc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,,,17.49241139397497,,,,,
59,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[91.73845291524893, 59.38891574121139, 2.723493969921158, -1.5574767878817504, -2.0248886426489756, 1.5936593390235534, 2.0299489013621663, 0.5617780846136732, -1.9606405930866593, -0.02970511242517297, 0.9452740368949858, 91.83058649529518, 59.66987415584432, 2.1767963135545774, 0.8555785244421141, -1.356116150259927, -0.45130140804436225, -0.2928087554862218, -1.0153669806574837, -1.466238724925539, 0.2870467504126669, 1.5371299844993367]",,Cc1ccnc2[nH]c(CC3CCN(C(=O)CCl)CC3)nc12,,,29.717632058135923,,,,,
80,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[65.74235467216567, 62.84732737898972, 47.258714949340906, 40.459727127095874, 24.17873754972604, 11.218821636049363, 3.7756462303164295, -0.4729931973099416, -5.405715903972011, -8.076562002067785, -4.948604399892249, 68.72334021066777, 58.980465527027704, 45.04859206552755, 40.130468631319225, 19.80633509702271, 6.223198207668182, 1.6617287366270859, -1.4451449547883912, -6.320280671994427, -4.971808819099031, -1.0658509171509816]",,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cc3cccc4ccccc34)cc2)CC1,,,15.198116486234335,,,,,
103,,"[250.0, 83.33333333333333, 27.777777777777775, 9.259259259259258, 3.0864197530864192, 1.0288065843621397, 0.3429355281207132, 0.1143118427069044, 0.038103947568968136, 0.012701315856322712, 0.004233771952107571, 250.0, 83.33333333333333, 27.777777777777775, 9.259259259259258, 3.0864197530864192, 1.0288065843621397, 0.3429355281207132, 0.1143118427069044, 0.038103947568968136, 0.012701315856322712, 0.004233771952107571, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[100.38715992861171, 100.38715992861171, 100.38715992861171, 99.69473351177118, 100.38715992861171, 80.95425199839774, 55.61089505970137, 33.49174299265167, 21.549732340268285, 16.93872972050853, 13.036475641226296, 100.38715992861171, 100.38715992861171, 100.38715992861171, 99.73127617186532, 100.38715992861171, 79.69836182279715, 55.16525618773588, 28.171949401954123, 10.573226172028257, 11.392381758290766, 9.176686360161879, 101.98299871775782, 101.40852311241902, 101.81587723109749, 101.25591130880484, 95.18267728581348, 7.77833493014006, 42.85752172322479, 8.186811321385926, 3.0195822179168528, 3.0757984964236975, 1.7351637891524705, 103.09355215447576, 101.14625903448326, 101.08656557609928, 102.268826656501, 84.87333878254793, 20.870683319006517, 40.6686268721637, 12.58888471208332, 4.660400199690694, 4.599475932248664, 1.5710864640566171]",,N#C/C(C(=O)Nc1ccc(F)cc1)=C(/O)c1ccc(Cl)cc1,,,0.2336031902516326,,,,,
104,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[120.52049251952661, 128.21777707994434, 108.89860239488327, 97.52008478583119, 95.9188284174713, 86.67487502209738, 59.93600196940784, 20.570270384393822, 5.753923037810653, 1.1692519170168776, 1.8064019548662331, 126.59469481343719, 131.52555536385805, 114.38054170866042, 104.04571899546073, 98.70692815155637, 88.12731575407167, 48.21515115429995, 21.81959198053044, 6.498157258570056, 2.5720002174627563, 2.9396682976310027]",,CC(C)(C)N1C=CN(C(C)(C)C)C1[Au]Cl,,,0.1171459139687836,,,,,
105,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005]","[105.47173889824109, 101.87261256207805, 97.55807126702564, 92.30792304297107, 54.019030185434445, 7.249511444490548, 18.62675978412785, 7.642360344206072, 5.184513877291189, 5.06882595381272, 4.386006455162544, 103.04157407640184, 100.0877825261399, 97.68075012519542, 95.20127586836647, 42.822588755317774, 8.470436678135867, 18.590583409645035, 5.377434763982919, 5.669165689112592, 6.2801941776855985]",,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,,,1.2406138095217634,,,,,
106,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[47.75415731093853, 29.52065208918921, 21.43742970948391, 12.675498729688266, 9.374696612483827, 4.745995354430311, 7.462350539248266, 3.231780911135641, 3.574172013185945, 4.461128831496997, 2.5126693647548364, 47.49874627863187, 32.95285155799402, 19.407107331529023, 18.973213223764617, 11.174339513513189, 5.913227013236372, 2.3019645001840146, 5.578568256232941, 3.5853343113878937, 6.12631561270877, 3.0505120161017487]",,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,,,99.0,,,,,
107,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[63.77408568537609, 40.088138810634796, 27.611279407602556, 20.852591976054143, 16.745418268824043, 9.12132500614379, 9.400657333148429, 6.974887478793683, 4.067243561800664, 2.499205032338204, 3.5100053425961266, 60.17578222871537, 40.87696806113652, 27.98002665443234, 26.15920534963382, 15.585745211120916, 9.465468210408323, 8.421550927673724, 9.35767450748958, 3.4636006993677526, 8.796656274168019, 5.869406673539697]",,Cc1cc(O)c2c(c1)C1(O)CC(C2=O)C2=C1C(=O)c1c(O)cccc1C2=O,,,58.15559561118125,,,,,
108,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[110.13910143677366, 86.79164501206131, 45.06356556146173, 34.730558729074865, 12.334981896505516, 2.9568503559343866, 6.467830083629241, 2.827541927455563, 3.037827771280793, 4.107871272608243, 2.5931080423634336, 111.18354467462544, 85.15128425978342, 43.05215663860609, 41.04341316241138, 7.430329795439644, 4.4993012292766235, 6.520568220362037, 5.409271503936434, 6.037149531907612, 3.0882552398036234, 1.5422029638508816]",,Cc1cc2c(c(O)c1-c1c(C)cc(O)c3c1C(=O)C=CC3=O)C(=O)C=CC2=O,,,8.413729070587063,,,,,
122,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-47.6063065632828, -40.6708065541162, -45.715439269489586, -45.872871037444945, -36.23592587122201, -18.863123158304287, -1.3260110775458955, -4.23584443065915, -3.8437957133236735, -6.419127754076421, -5.534229694440568, -38.401132045283966, -34.3953474134807, -42.83341030199811, -41.88785813760234, -35.3891471265688, -17.64844986747009, -6.485890436644152, -0.3818657530024389, -2.630667013979562, -2.7179464259046746, -5.4100167221244995]",,C=CC(=O)N(c1ccc(CCC#N)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,,,99.0,,,,,
131,,"[200.0, 66.66666667, 22.22222222, 7.407407407, 2.469135802, 0.823045267, 0.274348422, 0.091449474, 0.030483158, 0.010161053, 0.003387018, 200.0, 66.66666667, 22.22222222, 7.407407407, 2.469135802, 0.823045267, 0.274348422, 0.091449474, 0.030483158, 0.010161053, 0.003387018, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-62.05686447801211, -61.61918669985905, -63.93217567608289, -28.083025790211824, -14.744211746819516, 2.5464641227371207, -10.254144339194509, -5.904337141551049, -2.8484952632509564, -1.6921188143344634, 3.4598286626839947, -68.66416266765961, -68.70585542209002, -67.68670696744499, -36.22184671645628, -10.419685055528348, -3.593332089487526, -19.607175938842772, -7.176785788381232, -1.1067335601041344, -3.8992325203177503, -2.962459174496471, -14.432254255633179, -17.90891797041555, -3.503722654071962, -0.5780773393682931, 1.0093804322870499, 0.773229689396181, 0.6026763750861078, -2.152415625307488, -2.2573715110367654, -0.9585424251369391, 0.3927646036275348, -15.389976712912858, -16.33457968447637, -4.697595854242511, 0.43212306077601614, 25.660894092951565, -1.7194725966742128, -1.82442848240349, 1.0356194037193833, -0.9716619108530871, -1.1946931680278081, -2.4016858539145236]",,Cn1ccc(C(=O)NC[C@@H]2CCCO2)n1,,,99.0,,,,,
132,,"[200.0, 66.66666667, 22.22222222, 7.407407407, 2.469135802, 0.823045267, 0.274348422, 0.091449474, 0.030483158, 0.010161053, 0.003387018, 200.0, 66.66666667, 22.22222222, 7.407407407, 2.469135802, 0.823045267, 0.274348422, 0.091449474, 0.030483158, 0.010161053, 0.003387018, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-65.09966168922148, -35.31065265652198, -20.422569639251734, -15.223230712904485, -4.830396930841867, -0.794356679037649, -2.870444435825482, -1.8556833685855492, 1.5961539312358373, 1.4166452958353641, 0.9206713649454551, -72.4324599189856, -42.831984496548955, -20.888325391027276, -10.75299282615008, -6.278880864710157, -3.396507685669498, -0.9176545732124227, -2.4543483285175443, -4.8819494824603575, 1.2996194747013685, 3.267054225614912, -9.997868083571111, -5.61595985437371, 5.837351175833913, 2.006461346715211, 2.911705861130243, -0.9716619108530871, -1.9687428252812482, -2.9264652825609283, -1.089737282298531, -1.6276361966610837, -1.3652464823378812, -9.118862540588413, -5.366689625766674, 4.814031289973436, 3.397126832628166, 1.9277444324182484, 4.10557906130081, 0.5501984322214599, -1.6407556823772502, -2.5328807110761153, 4.564761061366401, 0.7863491751123476]",,CC1C(O)CCCN1Cc1ccccc1,,,99.0,,,,,
143,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[58.12188919192326, 37.48974699504217, -0.7838917546766663, -0.9869125704184636, -4.866917649198363, -2.2176952675716755, -0.8216300790926464, -3.6081316478857475, -1.316745995197636, -5.309179210587044, -3.9561592178029943, 59.13719300162453, 32.900188096841134, -1.7133677706427368, -6.061332013497222, -2.2934981802718695, 1.9560584929226859, -1.225307563487427, 0.376116186959469, -2.087001904166429, -5.187159596653883, -2.6656628329971106]",,Cc1ccncc1NC(=O)Cc1cccc(I)c1,,,69.09189422180799,,,,,
144,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[67.81771133198244, 31.95386373695947, 2.5064502747025603, -4.816188171994338, -5.664647449777091, -5.1143853520449705, -4.338238460548238, -4.855813562350979, -2.0119734115469, -5.359190816351628, -1.2312465347569665, 68.92901963709204, 34.47704930924695, 1.7482055354292703, -0.17044022673374667, -3.436908962447591, -3.712109924999709, -4.191458756750276, -3.0858959315516974, -1.2927576602432747, -2.8080584101586274, -2.7134489745895283]",,O=C1NC(c2cccnc2)C(=O)N1c1cccc(Cl)c1,,,57.84842313742016,,,,,
172,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[40.68687458734177, 25.546215721518983, 15.822514405063293, 16.495120253164554, 15.985974075949372, 8.4540729113924, 10.570617645569627, 9.85228891139241, 13.39132192405064, 9.89772227848101, 15.89810506329114, 36.46476759493671, 17.418196025316455, -2.3946733670886067, 1.116428506329119, 0.6953479746835469, -2.715715594936711, -4.194090227848097, -0.0014084810126584666, -1.3809562784810172, 3.6627970632911357, 11.388195265822784]",,Cc1[nH]ncc1NC(=O)Cc1cccc(Cl)c1,,,99.0,,,,,
208,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[4.029125751171074, -4.617468695604075, -3.4693972278597838, -3.2505610839421433, -5.24193093030068, 1.1356363509459633, 3.098405987802197, 0.2846478497057293, -9.307858007451209, -6.389583571570403, -6.6633318914949085, 3.9503848810130195, 6.278429571825388, 1.6517854024997396, -0.32512071886644445, -6.0441135721228685, -7.510091531565248, -2.2081297516241474, -7.728855698654533, -6.0380767058522276, -2.5271204032710295, -3.8022397296822947]",,Cc1ccncc1NC(=O)CCc1ccn[nH]1,,,99.0,,,,,
215,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[41.62665436953078, 17.398790831136527, -0.6198797029657813, -1.2333366396365169, -3.479481670493704, -5.130755611454234, -4.612880693678414, -2.6218786326305232, -1.2685469246721874, -1.0024126831034774, -0.004786853454604631, 39.960746182659655, 15.839547021031594, -3.831350017225404, -3.206198282242619, -2.4467774660579455, -4.457185838695633, -3.620823705864392, -3.6388222902176692, -0.7725864945095615, -2.7520051456834107, -0.32619912418933716]",,O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,,,99.0,,,,,
216,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[84.04058610966777, 69.91546545707979, 30.049012641063317, 13.229723895132924, -0.428464562969768, 0.3568099329502017, -1.4219886931022476, -1.8850649566703415, 0.005576471763941932, -0.9602937804481944, -1.036584384291068, 84.06767871853542, 71.35317368476947, 29.24497696510629, 5.66265047974852, 2.8092406004029504, 0.9247076246444332, 0.4540485229312089, -0.9061923703556938, -3.3386098645524944, -1.5036652948957796, -0.6293933449016783]",,Cc1ccncc1NC(=O)Cn1ccc2ccc(Cl)cc21,,,19.96818300404163,,,,,
218,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[69.45495622705451, 21.152216887884787, -2.2987856537701172, -10.996893532900309, -7.246540525275337, -11.855408076814447, -7.088393109291151, -6.726913301327306, -5.280994069471897, -4.512849477548704, -3.7447048856255263, 68.25755436317425, 19.570742728042926, -3.767297373623263, 100.0, -8.647274781135273, -6.794690765320531, -10.228748940977116, -6.252471053374749, -3.4510025416548915, -4.603219429539665, -3.247670149675233]",,Cc1ccncc1NC(=O)C[C@H](c1ccccc1)N1CCC(O)CC1,,,67.47254571809498,,,,,
224,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-35.42441275547263, -31.546478867414972, -23.06590607828905, -18.210541151969277, -11.312777787765944, -11.54073486993684, -10.715691461659425, -7.532190171532885, -7.107551771105222, -8.531684391563429, -10.353117689926435, -34.23254072200832, -36.046756979484954, -23.878343407183213, -21.759730029934214, -15.95683632745346, -13.99837608389142, -10.471363086707134, -8.113926198379321, -4.966937568067937, -11.752610576089854, -8.164827093760675]",,O=C(O)C12CC(CNCc3ccc4c(c3)OCC4)(C1)OC2c1ccccc1,,,99.0,,,,,
225,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[67.0500765113924, 47.442036091139244, 23.726106531645566, 14.012372506329115, 15.193320759493673, 5.5873249367088595, -2.581806151898737, 2.1464593670886085, -4.175406835443039, -8.448219873417717, -29.183452936708864, 68.16591047848101, 42.688258511392405, 18.915833772151906, 10.054408253164558, 1.754515670886076, 6.559583012658229, -9.26251496202533, -1.6734900759493714, -7.901062101265828, -17.99649903797468, 50.694794225316464]",,O=C1Nc2c(Br)cccc2C1=O,,,43.113681077303866,,,,,
