r_inhibition_list,f_concentration_uM,f_inhibition_list,r_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50,CHEMBL,Training,avg_IC50,ECFP,FCFP,ESTATE2,MACCS,DAYLIGHT,multi,ECFP_PC1,ECFP_PC2,FCFP_PC1,FCFP_PC2,multi_PC1,multi_PC2
,"[9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[82.13349914550781, 63.96274185180664, 37.59595489501953, 19.172439575195312, 3.875678777694702, 79.76034545898438, 114.97378540039062, 89.10784149169922, 24.026399612426758, 99.6770248413086, 83.21393585205078, 22.41604232788086, 74.2629623413086, 14.319954872131348, 51.33558654785156, 7.217236042022705, 36.61349105834961, 5.787104606628418, 20.69562339782715, -2.0559802055358887, 7.137340545654297, -0.9560840725898743, 2.9241790771484375, -1.5819329023361206, -1.7816718816757202, 0.466057687997818, 2.17582368850708, 2.921515941619873, -1.5047005414962769, -3.6485657691955566, 81.84771728515625, 69.9299545288086, 49.399452209472656, 32.40032958984375]",,Cc1ccc2nc(Nc3cc(Cl)cc(CC(=O)Nc4cncc5ccccc45)c3)sc2c1,,,,,,11.695286419904722,,,False,True,11.695286419904722,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03038b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303a00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f071e70>,-7.451027930973438,-0.7060422816256487,-8.4517424701671,3.4647144306013873,-6.755254887137944,2.93904055208316
,"[9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[90.04293060302734, 74.91299438476562, 49.7199821472168, 31.49833106994629, 9.358161926269531, 90.64007568359375, 74.33705139160156, 49.705848693847656, 23.97576141357422, 9.220359802246094, 52.48521041870117, 36.30144500732422, 20.14000701904297, 12.38857650756836, 98.99698638916016, 98.70995330810547, 97.4422378540039, 97.01647186279297, 99.25690460205078, 94.1876220703125, 99.26009368896484, 87.39774322509766, 97.68780517578125, 80.70035552978516, 96.4168930053711, 68.79813385009766, 94.10150909423828, 48.78888702392578, 86.13162231445312, 31.324647903442383, 79.64631652832031, 14.9224214553833, 68.6928939819336, 7.131125450134277]",,O=C(Cc1cc(Cl)cc(N2CCN(C(=O)c3ccco3)CC2)c1)Nc1cncc2ccccc12,,,,,,0.7204988576075142,,,False,True,0.7204988576075142,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303ae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303b50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303c30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f071ee0>,-8.322841439402954,-1.6228934642965314,-10.079191216519828,0.9917272886316719,-7.327825973317887,2.2628292029724135
,"[3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[68.65287017822266, 42.28608703613281, 21.517505645751953, 11.19172477722168, 86.48193359375, 70.30986785888672, 42.85714340209961, 18.905635833740234, 4.919490814208984, 86.92660522460938, 27.148984909057617, 17.092899322509766, 22.356765747070312, 24.040517807006836, 18.83774757385254, 16.0811824798584, 17.188207626342773, 10.25036334991455, 20.093841552734375, 2.779780387878418, 18.275680541992188, 2.0344326496124268, 16.804536819458008, 0.6292689442634583, 8.222040176391602, 0.2358231246471405, 3.8501484394073486, 1.8242690563201904, -3.0070502758026123, -3.398052453994751, 24.003862380981445, 27.708606719970703, 15.247859001159668, 15.279627799987793]",,O=C(Cc1cc(Cl)cc(NCc2ccc(Br)cc2)c1)Nc1cncc2ccccc12,,,,,,50.46302312454198,,,False,True,50.46302312454198,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303a70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303d10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303d80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303e60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f071f50>,-7.900685607963929,-1.646873584308984,-10.813936922929713,3.5781631302301404,-5.057054229254386,5.082588049185612
,"[0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[4.360749244689941, 83.68733215332031, 63.44130325317383, 38.25743865966797, 14.07589054107666, 6.044301986694336, 83.25776672363281, 60.26511764526367, 30.74219512939453, 7.463172435760498, 82.72968292236328, 70.25383758544922, 43.88141632080078, 20.824018478393555, 6.355370044708252, 85.48399353027344, 69.25364685058594, 42.92668914794922, 17.111194610595703, 5.631748199462891, 3.334374189376831, 0.5969905257225037, 2.80057692527771, 1.2556873559951782, 95.1861572265625, 91.68004608154297, 82.43152618408203, 66.45478057861328, 95.7705078125, 44.43824768066406, 91.34252166748047, 9.744401931762695, 80.54167938232422, 4.051060199737549, 66.70755767822266, 3.5693044662475586, 45.198055267333984, -2.1612095832824707, 6.850893497467041, -1.5263032913208008, 2.703928232192993, -3.942516326904297, 1.831117868423462, -2.222172498703003]",,CN(Cc1cccc2ccccc12)c1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,,,,,,5.261988652950976,,,False,True,5.261988652950976,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303ca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303f40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c0b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f071fc0>,-9.253248009569703,-0.3572310116623024,-10.287079083025395,3.0451298480317406,-6.09660295568907,4.152623637059167
,"[9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[87.75302124023438, 71.39044952392578, 44.149871826171875, 22.875492095947266, 7.753889083862305, 88.23031616210938, 70.45321655273438, 44.267024993896484, 17.252077102661133, 8.161760330200195, 97.79943084716797, 81.5927734375, 95.7464370727539, 61.280120849609375, 91.2771987915039, 49.740535736083984, 87.65769958496094, 34.54253387451172, 80.03599548339844, 16.24071502685547, 60.994712829589844, 9.734699249267578, 49.60432052612305, 3.864366054534912, 33.676578521728516, 4.062205791473389, 15.825575828552246, 7.393052577972412, 0.42973437905311584, 0.03405442088842392, 95.84049224853516, 93.56695556640625, 91.72152709960938, 86.93769836425781]",,CCS(=O)(=O)N1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)CC1,,,,,,1.510491338581851,,,False,True,1.510491338581851,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0303ed0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c2e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f072030>,-9.700216647065991,-1.3268756740175267,-10.310047007322265,1.8937573104159386,-6.177627556504149,2.940145672857117
,"[9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853, 9.951000213623047, 3.1429998874664307, 1.0479999780654907, 0.3700000047683716, 0.13899999856948853]","[81.2675552368164, 67.79629516601562, 35.58790588378906, 19.223928451538086, 43.994571685791016, 96.2834701538086, 95.91836547851562, 88.44317626953125, 34.01984786987305, 14.379329681396484]",,COc1ncc(Br)cc1Nc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,,,,,,0.6806723120491964,,,False,True,0.6806723120491964,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c4a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f0720a0>,-7.774664432511785,-0.646973145213663,-8.261469482040948,3.9808382538428817,-6.304437627654197,3.5928809128943966
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[-3.535696506500244, 2.9349782466888428, -4.636313438415527, 3.297649621963501, 50.029056549072266, 36.36936569213867, 16.355222702026367, 10.157601356506348, 48.338924407958984, 14.173592567443848, 36.48558807373047, -1.0698107481002808, 11.328231811523438, -7.0489888191223145, 6.950969219207764, -2.981187343597412, -3.12821626663208, -9.213814735412598, 0.6077197194099426, -2.1508235931396484, -7.392056465148926, -12.862934112548828, -1.3582675457000732, -2.4364800453186035, -0.6921140551567078, -1.3153163194656372, -13.887224197387695, -8.128595352172852, 50.65016555786133, 30.893455505371094, 23.66071319580078, 7.715124607086182, 52.62763595581055, 7.619246959686279, 28.640338897705078, -4.041826248168945, 18.201702117919922, -1.1535234451293945, 4.095757484436035, -4.677013397216797, 5.018576145172119, -0.6381831169128418, -2.5077900886535645, -8.020732879638672, -1.1415388584136963, -6.258988380432129, -6.085210800170898, -10.986936569213867]",,COC(OC)C(=O)N1CCN(Cc2cccc(Cl)c2)CC1,,,,,,94.07963612555386,,,False,True,94.07963612555386,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c3c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c6d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c7b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f072110>,-3.9322266724909576,1.7142729207096599,-2.556236379363149,-1.7223418695785369,4.667518486354799,-0.48335582457915915
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[63.84137725830078, 6.2858381271362305, 52.43893051147461, 6.997178554534912, 27.180753707885742, -3.81295108795166, 18.342212677001953, 1.5613075494766235, 3.82975435256958, -6.102402210235596, 0.044808827340602875, -2.1424219608306885, -1.8119570016860962, -2.715134859085083, 2.2922515869140625, 0.09101793169975281, -4.378662586212158, -1.5613075494766235, -6.519684314727783, -2.4812889099121094, 63.020816802978516, 48.03926467895508, 22.482830047607422, 14.872329711914062, 62.233341217041016, 4.641059398651123, 89.19882202148438, 0.48238253593444824, 12.898489952087402, -10.633389472961426, 9.177252769470215, -8.937560081481934, 11.292545318603516, 2.549736261367798, 3.0051534175872803, -2.1961889266967773, 13.911192893981934, 9.369007110595703, 4.047818660736084, 2.00443434715271, 8.338326454162598, -1.243408441543579, 5.55189323425293, -5.270254135131836, 61.993648529052734, 44.0586051940918, 23.756591796875, 9.09335994720459]",,O=CC(=O)N1CCN(Cc2cccc(Cl)c2)CC1,,,,,,53.13172766391337,,,False,True,53.13172766391337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c5f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c9e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f072180>,-3.781223211291701,0.36846889240547703,-3.170914442068238,-1.396756501850905,6.145780373627203,0.25381403661210755
"[100.41044327535089, 100.41044327535089, 98.45711257219585, 95.78313559020694, 83.30457634092528, 33.579983101386595, 2.2508343478709962, -1.3523970462984718, 0.24061051743960285, 2.8956231236697367, 2.8197656206345916, 100.41044327535089, 100.10701326321029, 99.2536163540649, 97.31925002666864, 83.51318447427194, 39.72444084723349, 10.348622796872904, -0.5938220159470071, -1.1248245371930365, 2.762872493358229, 4.412773184372679]","[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[97.97205, 98.8129, 92.3581, 84.12267, 67.15717, 42.92073, 21.67677, 16.75529, 98.02151, 99.23334, 91.56671, 83.10869, 63.67009, 38.37022, 14.08433, 3.326326, 96.02067, 96.13695, 94.54134, 92.1124, 82.31266, 51.48579, 30.80749, 23.61111, 95.99483, 98.46253, 95.87855, 93.72092, 83.21059, 51.10465, 27.45478, 18.08139, 99.01770782470703, 89.18077087402344, 100.68683624267578, 56.60475158691406, 97.75605773925781, 35.17353057861328, 97.5348129272461, 21.83730125427246, 88.67666625976562, 5.4120659828186035, 51.16048049926758, 2.3286588191986084, 33.953887939453125, -2.757143259048462, 20.323604583740234, 0.25905102491378784, 5.305644989013672, 1.7013351917266846, -5.518486976623535, -1.4100778102874756, 99.14653015136719, 100.05950927734375, 98.17053985595703, 97.54741668701172, 99.34383392333984, 89.16287231445312, 100.00898742675781, 60.05812454223633, 83.12859344482422, 24.991010665893555, 90.63098907470703, 18.285594940185547, 88.85126495361328, 11.927732467651367, 60.26785659790039, 6.4627275466918945, 43.60918045043945, 9.015460014343262, 28.436599731445312, 3.8081254959106445, 29.467281341552734, 4.844798564910889, 3.0051534175872803, -4.53918981552124, 100.60822296142578, 100.12882995605469, 99.67940521240234, 98.17533111572266]","[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]",O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC1,,,0.5454483607644363,,,2.63950484964828,,99.0,False,False,1.592476605206358,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030c820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cb30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cc10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f0721f0>,-3.711182445866375,0.5761269403014548,-3.0088030021802066,-1.4980026222602167,6.283300310163833,0.28557290207237185
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[8.49267292022705, 0.34306758642196655, 6.768933296203613, 3.5062906742095947, -1.5879127979278564, -3.905369281768799, 5.55489444732666, 2.415475845336914, -7.1820149421691895, -8.00257682800293, -1.3764711618423462, -2.183030128479004, -6.056192874908447, -6.395060062408447, -0.04900965467095375, -1.5571067333221436, -8.09499454498291, -4.217630863189697, -9.104593276977539, -3.175825595855713, 3.1436192989349365, 5.217427730560303, -0.511100709438324, -1.2238410711288452, 19.424137115478516, 4.461289405822754, 5.228307723999023, -1.5969558954238892, -12.988374710083008, -16.769535064697266, -3.1669461727142334, -6.426773548126221, 2.681567430496216, 3.945949077606201, -0.9917305707931519, -1.5190556049346924, 7.4035234451293945, 6.732382297515869, -0.5542904734611511, 0.0029961648397147655, -1.303331732749939, -1.039669156074524, -0.7520373463630676, -4.047818660736084, 8.164548873901367, 2.070349931716919, 1.8306567668914795, -3.01114559173584]",,CC(=O)C(=O)N1CCN(Cc2cccc(Cl)c2)[C@@H](CC(C)C)C1,,,,,,99.49999999999996,,,False,True,99.49999999999996,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030ca50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030ccf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cd60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cdd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030ce40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f072260>,-3.038003350970935,0.5008056259957308,-2.693465936217321,-2.091587777714887,1.759347421382735,-1.6338162464657706
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[27.479013442993164, 20.736684799194336, 4.489284515380859, 7.240826606750488, 98.86367797851562, 99.5372085571289, 99.11712646484375, 99.90547943115234, 98.85387420654297, 98.61162567138672, 99.7220458984375, 88.03253936767578, 98.81046295166016, 73.83094787597656, 99.85366821289062, 50.32591247558594, 98.21814727783203, 22.631258010864258, 86.42642974853516, 14.372431755065918, 72.42646789550781, -0.5503084063529968, 49.243499755859375, 1.2448452711105347, 29.07777976989746, 17.560522079467773, -8.278403282165527, -3.454578161239624, 99.21800231933594, 98.97830200195312, 99.55956268310547, 99.0142593383789, 99.53559112548828, 98.87044525146484, 98.82849884033203, 92.20697021484375, 99.73333740234375, 79.02384948730469, 98.9063949584961, 59.93228530883789, 98.36109924316406, 30.38410758972168, 90.74484252929688, 13.431806564331055, 78.32274627685547, 3.3646931648254395, 59.12931442260742, -1.279362440109253]",,CC(C)C[C@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,,,,,,0.7001179811837911,,,False,True,0.7001179811837911,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cc80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cf20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030cf90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030d000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a030d070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f0722d0>,-3.2252554947081173,0.9181192403774684,-2.277958969358087,-2.0369488293806044,2.615869207756085,-1.560108893111905
