r_inhibition_list,f_concentration_uM,f_inhibition_list,r_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50,CHEMBL,Training,avg_IC50,ECFP,FCFP,ESTATE2,MACCS,DAYLIGHT,multi,ECFP_PC1,ECFP_PC2,FCFP_PC1,FCFP_PC2,multi_PC1,multi_PC2
"[-2.883269485781642, -2.316929423898635, -0.5488433770443528, -5.176256077795782, -3.394356858700444, -0.5488433770443528, 0.0036835125976175855, -2.7451377633711393, -3.4772358921467412, -1.7782157064977204, -7.2896714306762895, -2.7727641078532517, -3.1871592750847193, -1.239501989096806, -3.1871592750847193, -2.37218211286282, -2.938522174745827, -1.3638205392662326, -5.065750699867391, -1.3085678503020475, -4.07120229851186, -7.137726536024751]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[24.40115, 0.1864895, 14.5498, 2.831743, 7.575456, 1.417682, 5.931451, 2.795532, 0.4526443, -1.759881, 0.9233944, -0.8908041, -1.377849, -2.480491, -1.102642, -1.008492, -2.418931, -2.064058, -3.809455, -2.065869, 20.12457, 10.43255, 2.388151, 0.8889935]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,,,99.0,,,99.49999999999996,,,False,False,99.24999999999997,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03873e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387680>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03876f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03877d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f0584a0>,-0.9188916034160471,0.05836045347655734,3.5068278736783998,-0.37509107734696057,-3.081600850873853,-0.3646581206793593
"[37.213479697681215, 24.598377132013887, 6.148693216014211, -1.2396579338818126, 4.818950796931717, 0.5694455320316999, -0.9703354505075815, -0.5807729579043165, -0.7422353735824452, 0.10063861833000229, 0.531852400688689, 41.0213848714903, 21.606492692888814, 6.045878880446451, -0.670252380725904, -2.3699317802393476, -1.3685226928934968, -1.2330491244740256, -1.3342165217540884, 0.11959476676801345, 0.765191026357805, 0.19974905477995292]","[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[-1.501217, -0.5842623, -2.350721, -2.762713, 81.7794, 66.94771, 49.54198, 32.57376, 78.95927, 18.03739, 66.12008, 4.623967, 47.00258, -4.514588, 28.59969, -1.550437, 15.82977, -4.789857, 4.52188, -1.740026, -0.1139357, -4.800795, -1.787423, -2.686148]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",COc1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,,,99.0,,,27.33890134175716,,,False,False,63.16945067087858,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03878b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387a00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058510>,-1.700091815703076,1.6406733099779258,2.957058022985708,-1.2664743211429546,-2.617308415483586,-0.6885336523729758
,"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[95.36772, 60.83898, 91.36093, 33.00555, 84.27717, 23.1201, 72.44032, 14.00541, 60.64935, 6.912477, 31.60776, 3.465415, 34.70614, 12.79114, 25.72298, 11.64416, 3.661166, 0.8044167, -0.7432443, 0.192693, 95.06186, 90.94802, 82.99561, 72.65136]",,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2cccc(Cl)c2)CC1,,,,,,4.571342101356218,,,False,True,4.571342101356218,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387ae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387b50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387c30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058580>,-3.3593737764722786,-0.480910846411097,-1.886502498739072,0.4666711032508036,-1.7976059888104552,0.09008402116634048
,"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[69.95245, 15.81216, 63.60525, 7.795091, 43.95068, 4.209034, 28.92189, 3.925472, 16.69722, 0.4453928, 6.901441, 0.6372984, 16.45089, 14.47455, 19.11179, 14.31415, -5.383381, -0.8893535, -3.939793, 2.868559, 70.08994, 62.51969, 41.39289, 25.74542]",,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,,,,,,34.167336606466456,,,False,True,34.167336606466456,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387a70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387d10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387d80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387e60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f0585f0>,-0.5248379448707143,0.866552385590408,2.9648378216643803,-0.2526093944074511,-1.654019510742278,-0.6441199090548733
"[100.88689268926461, 86.01312019170373, 59.06928854682316, 48.99236899913495, 18.910719062375726, -1.6096741454471466, 0.0332999577729874, -2.2394566782822753, -2.114416445373189, -2.3622902131865664, -1.091871255647256, 100.88689268926461, 85.68228775186759, 57.958300809892016, 46.04673566929686, 12.111417349420577, 0.7060288482350601, -0.6970906107715028, -1.789072863237385, -2.6842157766981978, -2.0146397393552546, -1.8005541997122132]","[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[9.604324, 5.041427, 1.125685, -1.297044, 97.0322, 94.74984, 89.65099, 81.382, 96.96111, 70.21629, 94.29774, 44.12775, 88.86712, 31.85733, 80.14602, 17.48685, 70.49521, 7.241754, 43.85978, 1.865811, 31.82088, -1.315274, 18.72647, -2.255927]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",COc1ccccc1OCCNC(=O)c1cncc2ccccc12,,,5.78067892421072,,,3.241304528160335,,,False,False,4.5109917261855275,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387ca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0387f40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03800b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058660>,-4.89756572025059,1.1825394574130224,-3.6570355877679313,-0.3509247295343153,-0.9492632138683194,1.02471450532185
"[-13.40367470386047, -4.230928969824234, -7.349662519396544, -1.693135983407525, -3.038472024399521, -5.239931000568215, -1.540256887840263, -0.8064372291173578, -0.1949208468482883, -0.22549666596173634, 3.2601467129720363, -7.900027263438717, -1.1427712393653515, 2.7403577880433105, 2.526327054249142, 1.7007799381858817, -0.2560724850751844, -4.93417280943367, -2.2129249083362503, 3.137843436518222, -4.383808065391496, -1.6014085260671809]","[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[1.443599, 1.765891, 1.533124, 2.907341, 5.275291, 4.433751, 12.38809, 11.92704, 8.704118, 6.371979, 5.718442, 0.8482543, 4.617279, -2.911817, 5.740824, -4.008505, 1.653984, -4.196508, -3.287825, -3.296777, -2.782005, -3.981647, -4.818711, -4.012981]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",COc1ccccc1NCCNC(=O)c1cc(=O)[nH]c2ccccc12,,,99.0,,,99.49999999999996,,,False,False,99.24999999999997,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03804a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058740>,-1.6639016138253906,1.871031445779046,4.009546893233805,0.6865271337081578,-3.482935365966514,0.576156596023266
"[92.66489823056315, 85.10617770903521, 55.235773777268605, 34.41662241714025, 13.9268627415195, 2.637690456873064, -0.6433320528918174, -2.2261440617347255, -1.5220005895821127, -1.3453323712056922, -1.1351500768970961, 92.53458906123895, 85.49777269352816, 55.67481093170371, 41.996296906131874, 15.471669002837595, 1.9670966321899248, -1.2971601031391933, -1.774883289420516, -0.6461990027660858, -1.8601762938095667, -1.2354131813132998]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[95.11262, 60.04776, 91.144, 30.70704, 83.16304, 21.87292, 71.08768, 10.80019, 57.61956, 4.268487, 30.37708, 1.48481, 21.74714, -0.4511854, 11.11557, -0.4949367, 2.108266, 0.5241042, -2.553071, -2.30697, 94.78448, 90.59711, 82.27343, 70.77959]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",O=C(c1cncc2ccccc12)N1CCN(c2ccccc2)CC1,,,7.253696288603074,,,5.445603646282711,,,False,False,6.349649967442892,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03805f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03809e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058820>,-4.435430236899465,-2.042191259914476,-3.7182539970096795,-1.4640562490208748,-2.0874300697316643,0.2639856091998415
,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[99.18732452392578, 95.17813873291016, 99.20032501220703, 84.7542495727539, 98.29013061523438, 77.91478729248047, 97.14155578613281, 62.653865814208984, 93.3880844116211, 39.14918518066406, 82.6998062133789, 22.3929443359375, 77.3773422241211, 13.772104263305664, 61.2972412109375, 4.917215824127197, 44.250606536865234, 28.460905075073242, 13.273664474487305, 3.005807876586914, 98.22945404052734, 98.41149139404297, 97.83503723144531, 96.5781021118164]",,O=C(Oc1cncc2ccccc12)C1CCOc2ccc(Cl)cc21,,,,,,0.5221060636682477,,,False,True,0.5221060636682477,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380ac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380ba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058890>,-7.661507081168572,-3.8706778687908563,-7.9346532469521245,1.3507969511267797,-4.524159738508387,1.960042615867794
,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[3.362640857696533, -0.06427066028118134, 2.496272325515747, 5.031106948852539, 92.68600463867188, 88.10736083984375, 78.82667541503906, 66.81834411621094, 91.55998229980469, 46.15918731689453, 87.80400085449219, 19.61540412902832, 78.56959533691406, 13.741066932678223, 66.38130950927734, 8.39374828338623, 50.05656051635742, 0.8817934393882751, 19.443159103393555, 1.9923903942108154, 12.530207633972168, -2.2828938961029053, 7.609645843505859, -0.28793254494667053]",,Cc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc21,,,,,,7.783466251487407,,,False,True,7.783466251487407,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380a50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380d60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380dd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058900>,-7.512278638614158,-2.2467703964956867,-10.22982384099233,1.6085046943119214,-6.903030116727825,3.9146109754758585
"[100.02906646910733, 100.02906646910733, 87.6218600774949, 71.73106445884002, 48.28505450103997, 8.887762967341995, -1.2677317299077002, 2.3604416935822, -3.5500581699293363, -5.428734897753304, 0.6663389841764094, 100.02906646910733, 100.02906646910733, 88.08672213443688, 74.73025795245903, 46.146772718564534, 18.288435006935885, 6.121175289048121, -1.2951558883471583, -4.670649875617974, -4.048947933967457, -0.7952639626033897]","[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]","[97.8996353149414, 86.73710632324219, 96.85073852539062, 69.24006652832031, 96.18746948242188, 60.91830062866211, 93.53180694580078, 45.38279724121094, 87.1458740234375, 22.795516967773438, 69.65139770507812, 12.471078872680664, 58.7485237121582, 5.03367805480957, 42.251529693603516, 3.866522789001465, 21.998559951782227, 10.694637298583984, 4.211013317108154, 4.288138389587402, 97.61941528320312, 96.66307067871094, 94.92776489257812, 91.72708129882812]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",O=C(Nc1cncc2ccccc12)C1CCN(Cc2cnc[nH]2)c2ccc(Cl)cc21,,,1.5477694096227237,,,1.1167352150731815,,,False,False,1.3322523123479526,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0380eb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03811c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381230>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03812a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f0589e0>,-9.071734621828098,-4.0012235069097635,-9.0440047080953,3.926098758802726,-9.943626721080028,2.178793267206242
"[91.94055775354627, 78.8478239891923, 88.54385795619028, 59.39399787706263, 38.982920003859874, 3.533725755090225, 9.92569719193283, -2.611212969217403, -5.791759143105277, -4.216925600694784, -0.8819839814725563, 86.96902441377979, 76.6245295763775, 85.23979542603493, 61.03058959760688, 32.714464923284766, 6.837788285245576, -1.3451703174756398, -4.309562867895405, -4.86538647109911, -6.779889993245199, -2.7656084145517785, 83.87646313096646, 80.06703883750886, 78.49815072317527, 68.75145495134555, 44.43764398186933, 6.816333851676233, 5.010869687100585, 2.590332128270018, 5.739429858027493, 4.494273458304546, 3.7285638484828, 85.43663531871542, 81.16818756490721, 75.81743292718781, 65.98961703163023, 41.8857874854113, 4.726952043819198, 7.063047403442532, 0.9104103124400166, 2.267323833883359, 5.418507741236877, 4.148679091878427]","[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]","[90.07115936279297, 89.94603729248047, 92.86030578613281, 82.54307556152344, 91.89583587646484, 72.1528549194336, 88.62705993652344, 60.4853630065918, 88.60099792480469, 32.60954666137695, 69.09783172607422, 26.285743713378906, 71.71493530273438, 12.470349311828613, 59.385345458984375, 5.89630651473999, 34.94512939453125, 26.713239669799805, -2.773505687713623, 3.5138022899627686, 89.85741424560547, 91.2806625366211, 90.60292053222656, 92.2086410522461]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,,,2.6550653352339006,,,0.6792897338977921,,,False,False,1.6671775345658464,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03810e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03813f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03814d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058a50>,-10.450384159263669,-3.7354918408895386,-12.331040116563111,3.118071238183277,-8.828287910286184,4.262905950916828
"[46.08511048924056, 34.196661198494645, -5.174177361767839, -15.39515584290263, -21.169545498407807, -13.573289587957163, -10.948567017272994, -13.110103251954081, -8.045932644986983, -2.54945479108367, -2.024510276946832, 40.77390716973849, 39.38434816172923, -7.459229952716391, -14.715815883431441, -17.093505741580632, -10.053073434333694, -10.97944610633986, -10.269227057801803, -13.048345073820325, -3.5067065521567256, -2.0862684550805866]","[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]","[7.475953102111816, 19.346765518188477, 62.14842224121094, 9.634283065795898, 53.728851318359375, -9.191147804260254, 39.06889343261719, -2.909053087234497, 20.67095947265625, -12.54854965209961, 9.879310607910156, -0.761150062084198, -1.7464745044708252, -6.443708896636963, 4.259312152862549, 1.5796470642089844, -7.382112979888916, 4.718087673187256, -11.95422649383545, -3.1697208881378174, 60.3602409362793, 60.54792404174805, 52.248260498046875, 42.275108337402344]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",C[C@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,,,99.0,,,52.07061386403579,,,False,False,75.5353069320179,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381310>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03815b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381690>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381700>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058ac0>,-10.450384159263669,-3.7354918408895386,-12.331040116563111,3.118071238183277,-8.828287910286184,4.262905950916828
"[57.339135851137065, 28.51336947055631, 12.731907115971753, 5.058375830077765, 3.4061666678085785, 3.2275015291564806, 4.37962621984859, 4.53873032721662, 3.062871163033596, 2.2262158215887546, 4.36219272360723, 54.29880025510558, 32.95471465909948, 11.002560834601319, 6.545427715483257, 4.131538057668134, 5.8618177654819155, 4.680016705661932, 4.1175305446551445, 2.8553962604351257, 4.4859678863031505, 5.989028252760082]","[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[0.762253, 3.405696, 11.05176, 2.887871, 7.202477, 2.621716, 5.180062, 3.32422, 1.973529, 0.7187992, 1.086346, 1.470189, 0.1774366, 0.6174069, 0.4272963, 0.8057069, -2.469628, -1.258351, -2.301244, -2.263222, -2.170882, 6.610418, 2.094838, 0.6101646]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]",C[C@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12,,,79.56965939537184,,,99.49999999999996,,,False,False,89.5348296976859,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381540>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03817e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a03818c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x2a0381930>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x17f058b30>,-10.274333916403394,-3.600023187435535,-12.340959772548857,2.9588415060676194,-8.855179371497774,4.336335080038599
